gene symbol	pc1	mouse_spleen_and_lymph_nodes_th0_cells	mouse_spleen_and_lymph_nodes_th17_cells	mouse_spleen_and_lymph_nodes_exfoxp3th17_cells	mouse_spleen_and_lymph_nodestreg_cells
klf3	-0.002275810381690456	9.261949999999999	-14.167950000000001	-12.394750000000002	17.30075
klf3	-0.002275810381690456	22.615299999999998	-10.604	-8.2924	-3.7189000000000014
klf3	-0.002275810381690456	21.92264	-9.8154	-14.882079999999998	2.774840000000001
klf3	-0.002275810381690456	570.1586500000001	-315.15605	-376.35425	121.35165
klhl6	-0.00260306394242494	131.5687499999999	63.05874999999992	197.09874999999988	-391.72625000000005
kpnb1	0.003684791137709719	21.09024999999997	38.057249999999954	-153.90075000000007	94.75324999999998
kpnb1	0.003684791137709719	-11.022000000000002	6.335000000000001	-7.448499999999999	12.1355
kpnb1	0.003684791137709719	64.80325000000005	31.487250000000017	-153.00375000000003	56.713250000000016
kpnb1	0.003684791137709719	-73.6352500000001	-12.382250000000113	48.484750000000076	37.53274999999985
krtcap2	0.004000464027595536	-178.03599999999983	396.9480000000001	-361.1099999999999	142.1980000000001
krtcap2	0.004000464027595536	-261.10325	491.24074999999993	-423.7982499999998	193.66075
lad1	0.0146867240839037	5.371654999999999	-8.300755	-10.313154999999998	13.242255000000002
laptm5	-0.008755634599925916	100.25500000000011	58.656000000000176	40.346999999999866	-199.25799999999992
laptm5	-0.008755634599925916	724.2617499999999	-551.44525	156.74175000000014	-329.55825000000004
laptm5	-0.008755634599925916	681.7600000000002	-181.64999999999964	-56.4699999999998	-443.6399999999994
laptm5	-0.008755634599925916	15.054125000000013	-39.62407499999999	-46.69417499999999	71.26412499999996
laptm5	-0.008755634599925916	34.56276750000001	-16.6519925	-3.3192324999999983	-14.5915425
larp1	0.0043903425869756775	13.818750000000023	98.83175000000006	-212.94524999999993	100.29475000000002
lars	0.003327973307788321	-18.68074999999999	97.19324999999998	-72.54374999999999	-5.96875
lasp1	-0.0027770270572717803	87.63075000000003	-310.48424999999986	-277.1272499999999	499.98075000000017
lasp1	-0.0027770270572717803	219.5949999999998	-404.4050000000002	-79.38500000000022	264.1949999999997
lasp1	-0.0027770270572717803	-68.79374999999982	-96.05475000000001	-259.08675	423.93525
lasp1	-0.0027770270572717803	-0.08340000000000103	-6.5357	1.1462000000000003	5.472899999999999
lasp1	-0.0027770270572717803	173.27925000000005	-260.21574999999996	-104.11274999999989	191.04925000000003
lasp1	-0.0027770270572717803	92.51125000000002	-68.71974999999998	-41.05574999999996	17.264250000000004
lasp1	-0.0027770270572717803	2.5251350000000006	2.799835	-9.272005	3.9470350000000014
lasp1	-0.0027770270572717803	4.132407499999999	-5.3100825	4.2817074999999996	-3.104032499999999
lasp1	-0.0027770270572717803	52.30424999999997	-72.25875000000002	-36.55074999999994	56.50524999999999
lcn2	-0.07336452237870313	0.09369150000000004	-1.2510245	0.11074150000000005	1.0465915000000003
lgals3	-0.017207157076578227	-364.4675	176.71050000000002	-768.4095	956.1665
lgmn	-0.002834522252549309	-28.68085	-21.315649999999998	66.67955	-16.68305
lipa	-0.0024831458687534502	4.931849999999997	-9.646050000000002	33.04745	-28.333250000000007
lipa	-0.0024831458687534502	32.514999999999986	-75.87800000000001	120.75999999999999	-77.39700000000002
lipa	-0.0024831458687534502	61.384999999999934	-130.14700000000005	237.94299999999993	-169.18100000000004
lonp1	0.006232086111058783	-0.228225000000009	74.25377499999999	-107.09232500000002	33.06677499999998
lrch4	-0.0035770726978585905	1.9334150000000019	-2.178094999999999	-1.4411349999999992	1.6858150000000016
lrch4	-0.0035770726978585905	-2.0381750000000007	-3.478975000000002	1.2441250000000004	4.273024999999997
lst1	-0.004257226203801426	-3.0972750000000033	49.219224999999994	-20.087375	-26.034575000000004
lta	0.005062037605945568	-483.57500000000005	884.1610000000001	-544.337	143.75099999999998
ltf	-0.029008136164952188	-10.565130250000001	-10.61962125	-6.47782925	27.662580749999996
ly6a	0.009807525553375862	-1513.7675000000002	1153.5225	-893.5275000000001	1253.7725
lyz2	-0.14093934597020286	4.5315525	-1.4782075	-0.36811749999999943	-2.6852275
magoh	0.0047888487084262465	250.12000000000012	-204.49	-345.8499999999999	300.22
mak16	0.003517846000634343	-43.76424999999995	118.86675000000002	-53.59224999999998	-21.510249999999928
map4k2	-0.002779281803326171	15.030800000000013	-19.980999999999995	0.9344000000000108	4.015800000000013
map4k2	-0.002779281803326171	142.57875	-116.71825000000001	19.193750000000023	-45.054250000000025
map4k2	-0.002779281803326171	84.28825	-51.27774999999997	-3.9647500000000093	-29.045750000000027
map4k4	-0.0024627919686291853	-33.44399999999999	-1.468999999999994	192.786	-157.873
map4k4	-0.0024627919686291853	-154.77875	-2.5817500000000564	491.71325	-334.35275
map4k4	-0.0024627919686291853	-13.465074999999999	26.447924999999998	33.168925	-46.151775
map4k4	-0.0024627919686291853	-26.890299999999996	4.48769999999999	170.25570000000002	-147.85309999999998
map4k4	-0.0024627919686291853	-1.8038750000000006	5.687924999999999	-0.9706850000000005	-2.9133650000000006
mapk3	-0.0033604001823666664	37.16	-29.352000000000004	18.306999999999988	-26.11500000000001
mars	0.0040343110945356645	-75.31700000000001	126.20899999999995	-129.077	78.185
mbp	0.004792463387880678	8.177704999999998	-7.483375000000001	2.9174049999999987	-3.6117350000000004
mbp	0.004792463387880678	0.7969750000000033	-38.509924999999996	73.639975	-35.927025
mbp	0.004792463387880678	58.363749999999925	-153.24825000000004	299.92475000000013	-205.04025000000004
mbp	0.004792463387880678	5.033449999999998	-15.38395	23.22755	-12.87705
mbp	0.004792463387880678	4.6091205	-4.6090315	2.619900499999998	-2.6199895000000004
mbp	0.004792463387880678	2.7551000000000023	-2.5160399999999985	1.0012000000000025	-1.2402599999999993
mbp	0.004792463387880678	2.449713250000001	-2.6381517500000005	2.27796325	-2.0895247500000003
mbp	0.004792463387880678	10.3963225	-14.369917499999998	11.745722500000003	-7.772127499999998
mdh2	0.008428691934898933	27.499999999999773	-34.710000000000036	-125.80000000000018	133.00999999999976
mdh2	0.008428691934898933	41.26000000000022	36.99000000000024	-133.41999999999962	55.17000000000007
