Distance from Center (cmd=annotatePeaks.pl /data/mm9/External/GSE40684-Rudensky-FoxP3-Enhancers/CD4TCell-Ets1/peaks-mm10.txt mm10 -size 4000 -hist 10 -d ../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined ../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined)	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined Coverage	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined + Tags	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined - Tags	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined Coverage	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined + Tags	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined - Tags
-1770	1.3545798698334	0.00658730445790764	0.00619043313138625	1.49635215992267	0.00728691563432548	0.00697658016095536
-1760	1.35777558946579	0.00657401211682798	0.00635563794194778	1.49912994382674	0.00718744913645045	0.00712180124785291
-1750	1.35948923622519	0.00632715435391992	0.00612017361425085	1.50235653997732	0.00734858486300802	0.00672791391626775
-1740	1.36223338677909	0.00671832896283578	0.00620562437833442	1.50788784766403	0.00720734243602546	0.00691491093227282
-1730	1.3662975084855	0.00657970883443359	0.00618283750791215	1.51465642154382	0.00738041414232803	0.00682141242427029
-1720	1.37107950923977	0.00657401211682801	0.00645058323537395	1.52260161131311	0.00749778460982059	0.00677167917533276
-1710	1.37205211956268	0.00649805588208706	0.00630626638936618	1.53035272011093	0.00762112306718565	0.00711782258793791
-1700	1.37380050240504	0.00654552852880015	0.00645058323537398	1.53501066342606	0.00763106971697314	0.0068870603128678
-1690	1.3766372825135	0.0069120173614252	0.0063651324712904	1.54057836129491	0.00746794466045807	0.00714368387738542
-1680	1.38181295887466	0.00677909395062854	0.00642589745908318	1.54621883952807	0.00755746450854559	0.00717750248666293
-1670	1.38320240219309	0.00672022786870432	0.00651134822316674	1.5504401006574	0.00746396600054305	0.00697658016095536
-1660	1.38681495482101	0.00680757753865639	0.00662148476354111	1.55615335925486	0.00763305904693063	0.00691690026223032
-1650	1.39004541053637	0.00670693552762467	0.00636323356542188	1.56453523120994	0.00762709105705814	0.00720336377611046
-1640	1.39460741609855	0.00691201736142518	0.00620182656659738	1.5717283572148	0.00752563522922558	0.00706610000904288
-1630	1.4011493783895	0.00674681255086365	0.00612966814359349	1.58160222663801	0.00785984266208572	0.00744009404105305
-1620	1.40682293860643	0.00695569219640124	0.00649046025861294	1.58629656013528	0.00776634415408318	0.00728094764445298
-1610	1.41140810155725	0.00680567863278789	0.00635373903607927	1.58986279798592	0.00745998734062804	0.00716158784700295
-1600	1.41554169542959	0.00679428519757673	0.00647716791753331	1.59825680000172	0.00809060493715583	0.00739831811194553
-1590	1.41959423844168	0.00680947644452493	0.00657780992856504	1.60228398015958	0.00761913373722813	0.00700443078036037
-1580	1.42361204537081	0.00663477710462076	0.00622081562528261	1.6123155403721	0.00786183199204324	0.0072869156343255
-1570	1.42854456915125	0.00667465412785977	0.00662908038701519	1.62006664916993	0.0080110317388558	0.00761316574735562
-1560	1.4309182014869	0.00677149832715444	0.00666515959851715	1.62379057780988	0.00772456822497568	0.00749380594990556
-1550	1.43571178093549	0.00693860204358454	0.00665756397504303	1.62940679592161	0.00793742653042826	0.00740030744190304
-1540	1.44005379130559	0.00706962654851267	0.00663097929288372	1.63408899935816	0.00795533050004577	0.00739036079211553
-1530	1.44500947247466	0.00689112939687146	0.00638981824758122	1.63769162739095	0.00775838683425321	0.00737842481237053
-1520	1.44962937150845	0.00695569219640125	0.00663287819875224	1.64304098416692	0.00785785333212824	0.00744805136088306
-1510	1.45347349802278	0.00706203092503854	0.00665946288091157	1.64746845632843	0.00768478162582565	0.00742020074147804
-1500	1.45507135783897	0.00673162130391545	0.00671832896283581	1.65541364609771	0.00811447689664586	0.00746396600054306
-1490	1.45892706304762	0.00699556921964026	0.00684365675015835	1.66341948617058	0.00845664164933599	0.00761515507731313
-1480	1.46307223561427	0.00719875214757228	0.00668794646893941	1.66995758889676	0.0082059860746909	0.00773451487476319
-1470	1.46994998004051	0.00726141604123352	0.006693643186545	1.67721136520521	0.00825372999367092	0.00780613075323319
-1460	1.47553091070288	0.0072974952527355	0.0066385749163578	1.68061991226653	0.00795533050004578	0.00777629080387068
-1450	1.47659615058034	0.00694809657292715	0.00691771407903077	1.68522933533879	0.0082199113843934	0.00764499502667565
-1440	1.4784024268943	0.00708291888959231	0.00682086987973608	1.69281062328658	0.00840292974048347	0.00791952256081076
-1430	1.48155183174942	0.00725382041775947	0.0069272086083734	1.69648603168367	0.00826367664345841	0.00782403472285073
-1420	1.48465492182725	0.0071531784067277	0.00685125237363244	1.70178686821677	0.00816023148566838	0.00789962926123576
-1410	1.49117372672956	0.00754245410977503	0.00691391626729373	1.7060081293461	0.00828356994303343	0.00780215209331821
-1400	1.49398734944938	0.00710380685414609	0.00693290532597897	1.71038708126474	0.00823383669409591	0.00792151189076828
-1390	1.49652308350552	0.0068227687856046	0.00690821954968816	1.71647637174441	0.0082238900443084	0.00786382132200072
-1380	1.49963775227767	0.00716647074780735	0.00711520028935722	1.722953824167	0.00837110046116345	0.00774645085450818
-1370	1.50106193167906	0.00712659372456837	0.00692341079663634	1.73150551697211	0.00846459896916603	0.00788968261144824
-1360	1.50822914346331	0.00746459896916554	0.00694239985532157	1.74086992384523	0.00877891310245115	0.00766488832625067
-1350	1.5124553668902	0.00746270006329703	0.00702405280766809	1.75423725075477	0.00897784609820124	0.00812641287639084
-1340	1.5159984473522	0.00738104711095052	0.00692151189076781	1.76451141218162	0.00868740392440611	0.00804683967809081
-1330	1.52142885498841	0.00732407993489482	0.00724242698254829	1.77113442533281	0.00846459896916602	0.00791952256081078
-1320	1.52710241520534	0.00753865629803798	0.00703164843114217	1.77979528868437	0.00885052898092118	0.00804882900804833
-1310	1.53357490533036	0.00757853332127698	0.00733547337010597	1.78783751893939	0.00876896645266365	0.00829152726286344
-1300	1.53992002981787	0.00788235826024076	0.00720254995930932	1.79578270870868	0.00892811284926372	0.00798715977936579
-1290	1.54507254879039	0.00773234469662738	0.00688353377339735	1.8074396970572	0.00900569671760624	0.00819007143503087
-1280	1.55045664164931	0.00775892937878673	0.0069196129848993	1.8153970168872	0.00881074238177116	0.00804087168821832
-1270	1.55790174209724	0.00764879283841237	0.00688163486752883	1.82421557102808	0.0089340808391362	0.00817614612532836
-1260	1.56391108444946	0.00741522741658396	0.00696138891400681	1.83357997790119	0.00880079573198366	0.00824577267384091
-1250	1.56900570995037	0.00755954426259175	0.00710950357175165	1.84436360187813	0.00920462971335632	0.00834722850167345
-1240	1.57372981723304	0.00752726286282683	0.00710190794827757	1.85535343688725	0.00941152002893643	0.00814630617596587
-1230	1.58074650599112	0.00777601953160342	0.00702974952527367	1.86408708060311	0.00905344063658626	0.00826367664345842
-1220	1.59013682708486	0.00754435301564355	0.00711330138348869	1.87661743332322	0.00938565873948891	0.00843475901980348
-1210	1.60008292550596	0.00794502215390202	0.00717406637128144	1.88700076529651	0.00917081110407882	0.00861180938602108
-1200	1.60662488779691	0.00767917533230873	0.00744750881634884	1.89937342722731	0.00968405823311405	0.00848051360882601
-1190	1.61193950848991	0.00781019983723686	0.00748548693371932	1.91204934067602	0.00967411158332653	0.00884853965096366
-1180	1.61813410995126	0.00805136088253935	0.00712469481869983	1.9245554332747	0.00958260240528149	0.00864960665521359
-1170	1.62629708944704	0.00777032281399788	0.00719305542996669	1.93394410026924	0.00959453838502652	0.0086794466045761
-1160	1.63434428199963	0.00800009042408921	0.00753295958043244	1.94648658305007	0.00958459173523899	0.00890225155981621
-1150	1.64217147936012	0.00822226241070646	0.00753865629803798	1.95821635176289	0.00986508725924663	0.00874708382313113
-1140	1.65032288016159	0.00820517225788974	0.00761461253277891	1.97140172776169	0.00977158875124409	0.00894402748892371
-1130	1.65772166583224	0.00796970793019284	0.00758423003888256	1.98259777380299	0.0097855140609466	0.00861976670585107
-1120	1.66156579234657	0.00813301383488585	0.00739054164029316	1.9943154124551	0.00960050637489901	0.00916882177412131
-1110	1.67106032168918	0.00834379238629197	0.00752726286282686	2.00296414574594	0.00986309792928913	0.00897187810832871
-1100	1.6787254173292	0.00843873767971814	0.00744940772221737	2.01878174492022	0.0101038068541467	0.0091290351749713
-1090	1.68833573361502	0.00836847816258278	0.00775323266118114	2.03465999439807	0.0103246224794293	0.0089002622298587
-1080	1.69617450966984	0.00830771317479003	0.00745700334569146	2.04942227829001	0.0101973053621493	0.00898779274798874
-1070	1.70507852560212	0.00804756307080229	0.00758992675648812	2.06248635368165	0.0102728999005343	0.00873116918347113
-1060	1.71448042539018	0.00817099195225632	0.00792983090695383	2.07800070133801	0.0100779455646992	0.00926828827199636
-1050	1.72123080417889	0.00845203002079781	0.00790894294240007	2.09020354241878	0.0104041956777294	0.00915091780450381
-1040	1.72941694106332	0.00851279500859057	0.00775513156704966	2.1053903784358	0.0107065738312695	0.00942544533863894
-1030	1.73585469510538	0.00837607378605686	0.00783108780179063	2.11872131516319	0.0105414594447969	0.00924242698254884
-1020	1.74631025607658	0.00874256261868193	0.00795071887150758	2.13046321393673	0.0103325797992593	0.00977556741115908
-1010	1.75382482869043	0.00843114205624407	0.00799249480061512	2.14534679843584	0.0107145311510995	0.0100401482955067
-1000	1.76336567281033	0.00881282213581727	0.00783488561352766	2.15645793405212	0.0108776562076146	0.00960050637489899
-990	1.77404122897362	0.0088451035355822	0.00801528167103738	2.16887911622579	0.0109850800253196	0.00960050637489901
-980	1.78212315760916	0.0086836965367577	0.00815580070530815	2.18270738544256	0.0109134641468496	0.00985315127950161
-970	1.7881440786557	0.00873876480694486	0.00846152455014043	2.20057496487792	0.0111939596708572	0.00967809024324154
-960	1.79929436128611	0.00917171534496822	0.00830581426892152	2.22024992336003	0.0115261777737599	0.0101853693824043
-950	1.81057200955405	0.0091736142508368	0.00818998101094155	2.23624947344505	0.0111939596708572	0.00962238900443151
-940	1.8198581223989	0.00886409259426744	0.00803427072972264	2.25759838030603	0.0114008499864373	0.00991283117822663
-930	1.83335887997633	0.00946224794285237	0.00811972149380619	2.27717629830241	0.0115699430328249	0.0102311239714268
-920	1.84175343335852	0.00910905145130696	0.00829442083371036	2.29404921275902	0.0114684872049923	0.0104459716068369
-910	1.85439736755625	0.00954390089519891	0.00828872411610474	2.31065526587986	0.0116515055610824	0.0100958495343167
-900	1.8679675972996	0.00941857310787632	0.00842354643276996	2.33242872486592	0.0120354462428801	0.0102768785604493
-890	1.87870104693449	0.0091907044036535	0.00844633330319227	2.35045399509059	0.0115918256623574	0.0101396147933817
-880	1.88829978452599	0.00894004882900836	0.00830391536305296	2.37025025417986	0.0116694095306999	0.0100759562347417
-870	1.8984774568335	0.00930843656750191	0.00831151098652709	2.39208436346951	0.01173306808934	0.010573288724117
-860	1.91116770580851	0.00955719323627855	0.00861343701962235	2.4105705760014	0.0123079844470577	0.0106389366127145
-850	1.92276955751741	0.00971860023510306	0.00861343701962232	2.42919021920118	0.0119180757753875	0.0108219549688046
-840	1.93081675007	0.00958947463604343	0.00883560900623957	2.44858618628681	0.0126402025499604	0.0108836241974871
-830	1.9413302045128	0.00969581336468075	0.00845392892666634	2.46635672523644	0.0121846459896927	0.0102012840220643
-820	1.95363835657524	0.00956288995388409	0.00877104620670977	2.49142956073738	0.0125964372908954	0.0106866805316945
-810	1.96789172928348	0.00986291708111086	0.00883371010037105	2.51565329198816	0.0125447147120003	0.0108816348675296
-800	1.98189037071668	0.0100585043855688	0.00897422913464179	2.5419027433786	0.0132907134460631	0.0114466045754598
-790	1.99639847469997	0.0101705398318117	0.00902549959309192	2.56611434456866	0.0134916357717708	0.0113013834885623
-780	2.01285179932907	0.0104154986888512	0.00898182475811589	2.5964880166027	0.0136448141784983	0.0113352020978398
-770	2.02929354526384	0.0105313319468312	0.00915082738041448	2.62211883489659	0.0134617958224083	0.0113192874581798
-760	2.04398690835626	0.0106186816167833	0.008949543358351	2.64987241381587	0.0137383126865009	0.011745004069085
-750	2.06225808799364	0.010595894746361	0.00916222081562562	2.68092536925003	0.014175965277151	0.0117708653585325
-740	2.07440413833559	0.0103680260421382	0.00907107333393652	2.70359645272911	0.0137840672755234	0.0118305452572575
-730	2.08834488629719	0.0103794194773493	0.00901220725201228	2.72654652760466	0.0137482593362884	0.0117251107695099
-720	2.10220458339855	0.0107610995569226	0.00927615516773703	2.7505883079447	0.0139551496518684	0.011983723663985
-710	2.12137890119291	0.0106091870874407	0.00939578623745403	2.78091345973587	0.014120264038341	0.0124173975947203
-700	2.13607226428532	0.0109111131205359	0.00930653766163341	2.80753894300852	0.0141978479066836	0.0121906139795651
-690	2.15567499376953	0.0112339271181849	0.00941667420200779	2.83622653660296	0.0144007595623486	0.0121766886698626
-680	2.17061150944267	0.0107440094041058	0.00885459806492482	2.86588453505472	0.0144405461614987	0.0116733881906149
-670	2.18955425335062	0.0108826295325081	0.00927805407360555	2.89896321062853	0.0146971697260163	0.0125208427525103
-660	2.21134535606136	0.0111921511890774	0.00980215209331808	2.92579490493336	0.0149796545799814	0.0125447147120003
-650	2.22924601748049	0.0111465774482329	0.00982493896374036	2.95016419691274	0.0143092503843036	0.0128411248756679
-640	2.25160447621292	0.011683967809025	0.00989709738674428	2.98073194991824	0.0153655845917366	0.0131435030292081
-630	2.26802306475905	0.0113022877294518	0.0100850890677281	2.99921816245014	0.0148622841124888	0.0133364680350857
-620	2.28873734889801	0.0116345962564434	0.0103053621484769	3.02974952527348	0.0154670404195691	0.0134558278325357
-610	2.3086179670459	0.0120751424179409	0.0102066190433136	3.05939539366453	0.016360249570487	0.0134021159236832
-600	2.32874173777452	0.0120903336648891	0.0104686680531699	3.09350512439924	0.0164457907586596	0.0136109955692208
-590	2.34620240880948	0.0122593362871877	0.0102901709015287	3.12157408489714	0.0161294872954169	0.0139412243421659
-580	2.36873454795671	0.0125460710733348	0.0101895288904969	3.15052853982735	0.0167203182927947	0.0138596618139084
-570	2.39051407197313	0.0122004702052635	0.0102578895017638	3.18198178726515	0.0167083823130496	0.0134757211321107
-560	2.41577878297995	0.0127720408716891	0.0102313048196045	3.21635837933562	0.0166407450944946	0.0137582059860759
-550	2.43508046641183	0.0122973144045582	0.0103319468306362	3.24735068446619	0.0165174066371295	0.0138357898544184
-540	2.45727682342377	0.012401754227327	0.0105579166289905	3.28435949971213	0.0172972239804699	0.0145519486391187
-530	2.47793321409113	0.012604937155259	0.0104287910299309	3.31698936303943	0.0172375440817449	0.0144246315218386
-520	2.49830013740047	0.0127226693191075	0.0106148838050462	3.35016507909897	0.017476263676645	0.0147170630255913
-510	2.52363432057321	0.0131404286101827	0.0109016185911933	3.38496622329451	0.0177806311601426	0.0145638846188637
-500	2.54735906523543	0.0128897730355376	0.0109452934261693	3.42730013519498	0.0181426892124078	0.0145857672483962
-490	2.58006887669018	0.0141601410615799	0.0112738041414239	3.47557777684652	0.0193024685776303	0.0146693191066112
-480	2.60778827089289	0.0135410977484412	0.0114769870693559	3.52910773478829	0.0189105705760028	0.0146355004973337
-470	2.6355076650956	0.0140063296862295	0.011237724929922	3.57727620589339	0.0186678723211879	0.0146414684872062
-460	2.66575121466013	0.0140822859209704	0.0116326973505749	3.62169648823709	0.0190776742924328	0.0156082828465516
-450	2.69789367009319	0.0144924495885715	0.011923229948459	3.66705078525596	0.0191771407903078	0.0155127950085916
-440	2.72268365463287	0.014450673659464	0.0118548693371921	3.70967581861363	0.0194417216746553	0.0157932905325992
-430	2.75049567839015	0.0143937064834083	0.0118852518310885	3.74949880794579	0.0197460891581527	0.0160877113663094
-420	2.77831928084174	0.0146291708111052	0.0120181752418852	3.78631354222027	0.0197938330771327	0.0159603942490293
-410	2.80456818086578	0.0151437743014751	0.0119517135364869	3.82819864187423	0.0199470114838602	0.0160180848177968
-400	2.83486962390191	0.0151228863369213	0.0119137354191164	3.86958640903882	0.0202911655665076	0.0161414232751619
-390	2.8580038551538	0.0144810561533604	0.0117257437381325	3.91371556992532	0.0199728727733077	0.0162667510624844
-380	2.89145470304505	0.015052626819786	0.012118817252917	3.96241776370194	0.0207188715073701	0.016447780088617
-370	2.92740654890947	0.0157514241794027	0.0122802242517415	4.01115634766071	0.0213514784338549	0.0167919341712646
-360	2.95841429229913	0.015295686770957	0.0120751424179409	4.0623452038842	0.0213335744642375	0.0169172619585872
-350	2.99247881098935	0.0156849624740043	0.0124188443801437	4.11091396699293	0.0216916538565876	0.0169829098471847
-340	3.02128660245817	0.0156469843566339	0.0127055791662907	4.16052591532328	0.02149868885071	0.0174404557374099
-330	3.05870894250126	0.016379962021884	0.0128517949181671	4.20927662934277	0.02224667691473	0.0181347318925777
-320	3.09452184403384	0.016586942761553	0.0132581607740311	4.25900987828028	0.0229648250293874	0.0186141604123353
-310	3.13126104111204	0.0169724206528634	0.0136018627362339	4.30850052600347	0.0234959761280398	0.0186738403110604
-300	3.1697486210326	0.0170198932995764	0.0135448955601782	4.36260059679891	0.0233089791120348	0.0183794194773503
-290	3.21092245803546	0.017547789131026	0.0138658106519587	4.41998791404852	0.0241524550140148	0.0188071254182128
-280	3.24771954858526	0.0176047563070817	0.013609458359708	4.47074008808622	0.0236053892757025	0.0191293968713278
-270	3.28801340481978	0.0179408626458103	0.0136968080296601	4.52532536131032	0.0243175694004873	0.0187136269102104
-260	3.32931460746016	0.0178990867167028	0.0140974771679186	4.58470200851743	0.0242340175422723	0.0191254182114128
-250	3.36460646774833	0.0171357265575564	0.0138582150284846	4.63600003528737	0.0236531331946824	0.0191174608915828
-240	3.39731627920307	0.0174927208608388	0.0140803870151018	4.68675220932507	0.0244926304367473	0.0193502124966103
-230	3.42774508787673	0.0171433221810304	0.0139056876751977	4.73550292334455	0.0238799168098373	0.0196724839497252
-220	3.46116119968501	0.0168527895831463	0.014171534496791	4.77817647694509	0.0232473098833525	0.0197978117370477
-210	3.4931531320919	0.0172876390270382	0.0145703047291809	4.82160209431004	0.0237824396419199	0.0201539017994401
-200	3.51158641344976	0.0161995659643742	0.0145873948819977	4.84800923648979	0.0225212044488648	0.0208402206347775
-190	3.52822499718798	0.0165413690207084	0.0146595533050015	4.87246343889419	0.0228315399222348	0.0205577357808126
-180	3.54031315405834	0.0158748530608567	0.0145684058233124	4.89301176174788	0.0221491997468125	0.0208740392440551
-170	3.54638038988216	0.0154741839225981	0.0147753865629815	4.90781043582197	0.0221491997468126	0.0211923320372551
-160	3.55225078790253	0.015749525273534	0.0157856044850361	4.92576292568234	0.0230742381770498	0.0218328962835699
-150	3.53622587496329	0.0149272990324633	0.0161350031648444	4.91692011142004	0.0219781173704674	0.0222884528438375
-140	3.51203798252825	0.013932272357357	0.0162489375169558	4.90053239939209	0.0206949995478801	0.0223660367121799
-130	3.4772671634845	0.0136246496066561	0.0166135274437123	4.86675018029673	0.0200842752509277	0.0232512885432674
-120	3.43162395047402	0.0129182566235654	0.016750248666246	4.82730322284678	0.0194954335835078	0.0223501220725201
-110	3.37684514764485	0.0129980106700434	0.0172040871688232	4.77511970164454	0.0192507459987352	0.0234740934985074
-100	3.31405388834606	0.0118510715254551	0.0165983361967641	4.71810841627714	0.0186340537119104	0.0232075232842024
-90	3.25215418850992	0.0122878198752155	0.0171566145221101	4.65811313597349	0.0187335202097854	0.0237207704132372
-80	3.19138920071718	0.012206166922869	0.0171623112397157	4.59624982631951	0.0187792747988079	0.0231438647255624
-70	3.1234106863629	0.0118016999728734	0.017112939687134	4.52952236231822	0.0180710733339377	0.0233746270006325
-60	3.06162677346997	0.012206166922869	0.0166685957138995	4.46706467968913	0.0186678723211879	0.02350393344787
-50	3.00880476998093	0.0129125599059598	0.0171756035807953	4.40981079310741	0.0191492901709028	0.0237287277330674
-40	2.95922480090156	0.0132486662446885	0.0167521475721145	4.36082960793431	0.0198157157066652	0.0232751605027573
-30	2.92192982649599	0.0139930373451497	0.0164065467040433	4.32745981090331	0.0209575911022703	0.0230284835880274
-20	2.89276309550324	0.0145797992585235	0.0165413690207084	4.30528605991361	0.0218786508725925	0.0237346957229399
-10	2.878799190153	0.0153184736413792	0.0158520661904343	4.28859509636775	0.0219999999999999	0.0223123248033275
0	2.8723961721939	0.0153773397233034	0.0160001808481792	4.29370185192938	0.0228892304910024	0.0230324622479424
10	2.8682857357102	0.0157229405913747	0.0154001265937257	4.28545341064218	0.0222864635138799	0.0222983994936251
20	2.87300984299287	0.0158197847906694	0.0150146487024154	4.28111084890569	0.0224197486210324	0.0215683153992224
30	2.88996105147774	0.0161369020707129	0.0143500316484321	4.2966615867442	0.0223421647526898	0.0210709829098476
40	2.91605942847561	0.0163305904693023	0.013656931006421	4.32679265756391	0.0228852518310873	0.0206930102179224
50	2.95228916300372	0.0162546342345614	0.0129923139524378	4.35515273951901	0.022473460529885	0.0194118817252927
60	2.9962187292548	0.0167369563251663	0.0125498688850718	4.40282387813472	0.0231398860656474	0.0191890767700527
70	3.05088174514077	0.017352201826568	0.0123732706392991	4.45551686188706	0.0233825843204624	0.0191652048105628
80	3.10773313425327	0.0170616692286839	0.0122783253458729	4.51272222822592	0.0238998101094123	0.0187355095397428
90	3.1704317639975	0.0175325978840777	0.0118890496428255	4.56899357988961	0.0232632245230122	0.0184788859752254
100	3.24014708249981	0.0173351116737513	0.011604213762547	4.6373464720269	0.0232552672031823	0.0182421557102828
110	3.31084659001934	0.0176921059770338	0.0123409892395342	4.70904726092194	0.0244110679084898	0.0185345872140354
120	3.3757914864617	0.0175572836603685	0.0122992133104267	4.77431911763725	0.0234502215390174	0.0184311420562453
130	3.42985241024302	0.0170141965819709	0.0130834614341269	4.82983840553652	0.0235616240166373	0.0196983452391727
140	3.47929343499055	0.0169553305000466	0.0135372999367041	4.88051779920992	0.0232592458630974	0.0203389094854876
150	3.51867257437377	0.0166572022786884	0.0142247038611096	4.91604674704845	0.0237705036621747	0.0208760285740126
160	3.5492634847679	0.0170806582873692	0.0152273261596901	4.94497694185723	0.0233408083913548	0.0224456099104798
170	3.5620579419918	0.0162964101636689	0.0151494710190806	4.9448071210072	0.0222765168640925	0.0218667148928474
180	3.57026723626486	0.0155691292160244	0.0153811375350404	4.94189590643525	0.0211644814178501	0.0218866081924226
190	3.56909778813852	0.0149064110679096	0.015865358531514	4.93681341099505	0.02131567049462	0.0229787503390898
200	3.56660836885966	0.015379238629172	0.0161122162944221	4.92810402740062	0.0216279952979474	0.0233129577719499
210	3.5571485756	0.014976670585045	0.0163913554570951	4.90676725060036	0.0207347861470301	0.02272411610453
220	3.54236258295303	0.0149064110679096	0.0165546613617881	4.89147124403689	0.02087006058414	0.0231020887964548
230	3.52064095240821	0.0141506465322372	0.0161881725291631	4.86534309325362	0.0201757844289726	0.0231717153449675
240	3.5008645425092	0.014534225517679	0.0166591011845569	4.82873457001132	0.0197082918889602	0.0230682701871773
250	3.47482405898292	0.0143291436838784	0.0172211773216399	4.7844477183355	0.0197321638484502	0.0236750158242147
260	3.44025007774261	0.0142379962021893	0.0175971606836076	4.73954223356314	0.0196227507007877	0.0243891852789572
270	3.40582661952847	0.0141050727913927	0.0180092232570772	4.69160423361166	0.0194218283750803	0.0238003436115373
280	3.36451383819376	0.0141012749796556	0.0176864092594282	4.63877781919144	0.0192527353286928	0.0250277601953147
290	3.31963481900842	0.0133758929378796	0.0174965186725758	4.57530121146217	0.0189821864544728	0.0241643909937599
300	3.28060304045481	0.0137461795822417	0.0178516140699898	4.51681005868736	0.0187912107785529	0.0242081562528245
310	3.23684715461853	0.0136607288181581	0.0175401935075519	4.45360031229385	0.0183038249389653	0.0243573559996373
320	3.19698171007386	0.0134271633963298	0.0171528167103731	4.38551428149232	0.0177527805407376	0.0236053892757023
330	3.15016904893703	0.0133360159146406	0.0168964644181224	4.3232506798347	0.0186260963920804	0.0237406637128121
