Distance from Center (cmd=annotatePeaks.pl /data/mm10/External/GSE39756-Th17-AP1-Factors-2012/CD4TCell-Th17-Batf/peaks.txt mm10 -size 4000 -hist 10 -d ../tag-dirs/AND-CD4TCell-H3K27Ac-No-Peptide-24h-Rep1-KAA-14-10-20 ../tag-dirs/AND-CD4TCell-H3K27Ac-10uM-K99A-24h-Rep1-KAA-14-10-20 ../tag-dirs/AND-CD4TCell-H3K27Ac-100uM-K99A-24h-KAA-15-04-10 ../tag-dirs/AND-CD4TCell-H3K27Ac-0_1uM-PCC-24h-KAA-15-04-10 ../tag-dirs/AND-CD4TCell-H3K27Ac-10uM-PCC-24h-KAA-15-04-10)	../tag-dirs/AND-CD4TCell-H3K27Ac-No-Peptide-24h-Rep1-KAA-14-10-20 Coverage	../tag-dirs/AND-CD4TCell-H3K27Ac-No-Peptide-24h-Rep1-KAA-14-10-20 + Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-No-Peptide-24h-Rep1-KAA-14-10-20 - Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-10uM-K99A-24h-Rep1-KAA-14-10-20 Coverage	../tag-dirs/AND-CD4TCell-H3K27Ac-10uM-K99A-24h-Rep1-KAA-14-10-20 + Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-10uM-K99A-24h-Rep1-KAA-14-10-20 - Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-100uM-K99A-24h-KAA-15-04-10 Coverage	../tag-dirs/AND-CD4TCell-H3K27Ac-100uM-K99A-24h-KAA-15-04-10 + Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-100uM-K99A-24h-KAA-15-04-10 - Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-0_1uM-PCC-24h-KAA-15-04-10 Coverage	../tag-dirs/AND-CD4TCell-H3K27Ac-0_1uM-PCC-24h-KAA-15-04-10 + Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-0_1uM-PCC-24h-KAA-15-04-10 - Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-10uM-PCC-24h-KAA-15-04-10 Coverage	../tag-dirs/AND-CD4TCell-H3K27Ac-10uM-PCC-24h-KAA-15-04-10 + Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-10uM-PCC-24h-KAA-15-04-10 - Tags
-2000	0.878673385413071	0.00428933851698408	0.00399653792672894	0.687571311438654	0.00317046454212656	0.00323800334856262	0.890076808838679	0.00423508045063721	0.00426090411192158	0.966922705569308	0.00492704106245927	0.00457992565055767	1.04751911267522	0.00504426913363045	0.00484332699565831
-1990	0.880223852360541	0.00431975935753006	0.00393759754817109	0.688553278869508	0.00327080791168871	0.00325151110984984	0.891578459471974	0.00408609778938121	0.00397684383779347	0.97140875319652	0.00470978177587339	0.00444257782570453	1.05121919733248	0.00511884559720773	0.00470246034223454
-1980	0.882238327664554	0.00417716166747074	0.00402315616220668	0.688461933061987	0.00326887823150482	0.0030276682085189	0.893718607224937	0.00429864638610643	0.00420925678935283	0.974967684314109	0.00478220153806868	0.0042752632027016	1.05550602680593	0.00540472204092067	0.00499869462811099
-1970	0.885384530667449	0.00438820624875854	0.00423039813842622	0.691225143739506	0.00328431567297592	0.00326694855132092	0.895882403019369	0.00436221232157566	0.00422514827322014	0.979842522735679	0.00442259996027134	0.004332699565822	1.05760154400664	0.00516649167115989	0.00496347796475505
-1960	0.887048170384808	0.00417526036493662	0.00404216918754792	0.69149918116207	0.00334606543886031	0.00323028462782707	0.895504034355862	0.00417548738613481	0.00416754164420115	0.980949081150392	0.00444257782570452	0.00460240074917	1.06127767989589	0.00530528675615095	0.00503183972303423
-1950	0.888994742026888	0.00419617469281199	0.0039851301115242	0.694136791354247	0.00341746360566414	0.00337694032180251	0.897726950253967	0.00439002241834345	0.00436419875705907	0.98325191893236	0.00468231221090275	0.00465234541275297	1.06182850156007	0.00494069071199533	0.00496140639632235
-1940	0.89168825395023	0.00426652288657459	0.00423420074349447	0.693360351990316	0.00329589375407924	0.00318204262322989	0.897880662523517	0.00424302619257087	0.00406821987003048	0.989966036881088	0.00495700786060906	0.00418286557507311	1.06549266306532	0.00512713187093855	0.00484954170095642
-1930	0.893465066437477	0.00441862708930453	0.00412772780158352	0.694547847488093	0.00323800334856262	0.00333062799738921	0.898590103767593	0.00416356877323433	0.00425891767643817	0.994840875302659	0.00491705212974269	0.00463486478049894	1.06892931127448	0.00512920343937125	0.00474596327932129
-1920	0.896181212914797	0.00433496977780306	0.00408399784329865	0.694467919906511	0.00334027639830865	0.00329589375407924	0.90091943585231	0.00448934419251411	0.00440988677317759	0.998325038959793	0.0051667754476575	0.00456494225148278	1.07527573479663	0.0054254377252477	0.00498212208064937
-1910	0.898852090284162	0.00430454893725707	0.00427793070177933	0.694273810065529	0.00319555038451709	0.00316853486194267	0.900505595126599	0.00425693124095476	0.00402054541842857	1.00219799341129	0.00503941655552095	0.00455994778512449	1.07921530713397	0.00531357302988176	0.0050939867760153
-1900	0.902609426244455	0.0046125599477852	0.00409920826357165	0.696271999605057	0.00334606543886031	0.00324572206929817	0.902917695356458	0.00431255143449033	0.00438009024092639	1.00837378564475	0.00515928374812005	0.00477470983853123	1.0819694154549	0.00516027696586178	0.00496347796475505
-1890	0.90382037488226	0.00434637759300781	0.00408209654076453	0.696888583805826	0.00328817503334369	0.00310485541587439	0.903934561139634	0.0042489854990211	0.00423309401515379	1.01312899612959	0.00493203552881757	0.00483214620165164	1.08595688532825	0.00548551320979607	0.00505048383892855
-1880	0.905416110937686	0.00431215414739357	0.0041106160787764	0.697870551236679	0.00327659695224037	0.00328238599279202	0.904241985678733	0.0042489854990211	0.004205283918386	1.01704681105736	0.00479968217032272	0.00470978177587338	1.08872296803319	0.00543165243054581	0.0049241181645337
-1870	0.906887356946234	0.00417526036493662	0.00420187860041436	0.698829682215653	0.00330361247481479	0.00323800334856262	0.904726770528852	0.00451516785379849	0.00419535174096895	1.01748046232799	0.00486960469933887	0.00430273276767222	1.09235120638642	0.00529907205085285	0.00477496523737913
-1860	0.90780405638233	0.00414674082692476	0.00416195124719775	0.700919217562702	0.00352745537614572	0.0031646755015749	0.907871960044256	0.00459661170861844	0.00411390788614899	1.02289362646482	0.00489457703113036	0.00451499758789981	1.09783547426028	0.0055083004625558	0.0050877720707172
-1850	0.910067511780097	0.00450228440080599	0.00446045574505527	0.701216091437147	0.00331133119555034	0.00326501887113704	0.909728331299589	0.00430659212804009	0.00402054541842857	1.02655723202705	0.00501194699055032	0.00453996991969131	1.1049602327427	0.00552694457845012	0.00512298873407314
-1840	0.910429664643739	0.00427222679417695	0.00417716166747075	0.702403586934923	0.00335185447941197	0.00334220607849253	0.915037316609426	0.00441981895059465	0.00418343312806845	1.03095355870172	0.0050269303896252	0.00469230114361934	1.10766644352762	0.00549794262039228	0.00497590737535127
-1830	0.911742468774444	0.00420948381055086	0.00415814864212951	0.702095294834539	0.00332483895683755	0.00336922160106695	0.919116603762864	0.00458072022475113	0.00431851074094057	1.03732374633236	0.00505190272141669	0.00471227900905253	1.1132345320895	0.00555387496807525	0.00520170833451583
-1820	0.912761023703439	0.00440341666903154	0.00420377990294849	0.7021409677383	0.00317046454212656	0.00331326087573422	0.921055743163338	0.00445557478929609	0.00454893725701652	1.04161539856239	0.00524668690939025	0.0049694940265048	1.11628800001054	0.00546272595703634	0.00504426913363044
-1810	0.914571788021653	0.00438820624875854	0.00426842418910871	0.702357914031163	0.00327852663242425	0.0032708079116887	0.923822564015235	0.00460058457958526	0.00420528391838601	1.04432198063081	0.00501694145690861	0.00479968217032271	1.12192793487645	0.00560980731575822	0.0051768495133234
-1800	0.916699436095553	0.00434447629047367	0.00411251738131051	0.70291740710223	0.00323028462782707	0.00334606543886031	0.927547130546635	0.00472970288600714	0.0042330940151538	1.05003421460946	0.00526167030846513	0.00509435568546221	1.12457427374135	0.00531357302988177	0.00504219756519774
-1790	0.919268457972019	0.00446996225772589	0.00433116717273482	0.703180026298854	0.0033615028803314	0.00315502710065546	0.931271697078035	0.004560855869917	0.00443968330542878	1.05552214620675	0.00533658730383958	0.00459990351599086	1.12984300270313	0.00573824455858577	0.00506084168109207
-1780	0.922109094496216	0.00440341666903153	0.0042988450296547	0.703830865177443	0.00344061976787079	0.0034232526462158	0.935918537226734	0.00470785209568959	0.00417747382161822	1.06543631146289	0.00519923947898642	0.00489707426430949	1.13521950112096	0.00558080535770038	0.00513748971310206
-1770	0.922856034777479	0.00427602939924521	0.00430835154232532	0.704493122281973	0.00337501064161862	0.00316274582139101	0.941523123054936	0.00471778427310665	0.00426090411192158	1.06625875352788	0.00492704106245927	0.00508936121910392	1.14208082315528	0.00569474162149902	0.00502562501773613
-1760	0.923806686044541	0.00428933851698408	0.0044319362070434	0.706000328106074	0.00329203439371147	0.00346377593007743	0.947328717235626	0.00479128238599295	0.00423309401515379	1.06993731258219	0.00552637702545485	0.00473725134084401	1.14821170776536	0.00553523085218093	0.00514163284996746
-1750	0.924621529987737	0.00449848179573774	0.00439010755129266	0.707998517645602	0.0033479951190442	0.0033016827946309	0.955298107210748	0.00468202843440522	0.00432447004739081	1.07671124449928	0.00530412327251065	0.00474474304038146	1.15306133328701	0.00553523085218093	0.00524106813473718
-1740	0.924859192804503	0.00431595675246182	0.00438630494622442	0.708843466365174	0.0034695649706291	0.0033923777632736	0.960512500354708	0.00483299753114463	0.00433440222480787	1.08181038530221	0.00534907346973532	0.00476222367263549	1.15872521692093	0.00570302789522983	0.0052617838190642
-1730	0.924270694401083	0.0043920088538268	0.0043691932234173	0.711663768172394	0.00344833848860633	0.00338851840290583	0.96580966164381	0.00492040069241482	0.00429665995062302	1.08415808356045	0.00503442208916265	0.00483214620165164	1.16328745722647	0.0056781690740374	0.00532393087204528
-1720	0.923161601256178	0.00439200885382678	0.00424560855869922	0.71283984544423	0.00339044808308972	0.00329396407389536	0.971414247472012	0.00483498396662804	0.00444961548284585	1.08788150309104	0.00506938335367072	0.00504940548823754	1.16850828865224	0.00589775532790386	0.00520999460824664
-1710	0.924429136278927	0.00446045574505527	0.00430264763472294	0.715032144824741	0.0036355174664434	0.00330940151536645	0.97667593669891	0.0047833366440593	0.00424302619257086	1.09139557373235	0.00491954936292183	0.00503442208916265	1.17413624913415	0.00573410142172037	0.00521206617667935
-1700	0.928786287919628	0.00461255994778521	0.00413153040665176	0.715808584188672	0.00340202616419304	0.00346377593007744	0.98189032984287	0.00452311359573214	0.00428275490223913	1.09736201707655	0.00549391299412592	0.00488209086523461	1.18057846772834	0.0058501092539517	0.00529285734555474
