Distance from Center (cmd=annotatePeaks.pl /data/mm9/External/GSE41740-CTCF-Lymphocyte-Subsets/Rag-KO-Thymocyte-DP-CTCF/peaks-mm10.txt mm10 -size 4000 -hist 10 -d ../tag-dirs/AND-CD4TCell-H3K27Ac-No-Peptide-24h-Rep1-KAA-14-10-20 ../tag-dirs/AND-CD4TCell-H3K27Ac-10uM-K99A-24h-Rep1-KAA-14-10-20 ../tag-dirs/AND-CD4TCell-H3K27Ac-100uM-K99A-24h-KAA-15-04-10 ../tag-dirs/AND-CD4TCell-H3K27Ac-0_1uM-PCC-24h-KAA-15-04-10 ../tag-dirs/AND-CD4TCell-H3K27Ac-10uM-PCC-24h-KAA-15-04-10)	../tag-dirs/AND-CD4TCell-H3K27Ac-No-Peptide-24h-Rep1-KAA-14-10-20 Coverage	../tag-dirs/AND-CD4TCell-H3K27Ac-No-Peptide-24h-Rep1-KAA-14-10-20 + Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-No-Peptide-24h-Rep1-KAA-14-10-20 - Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-10uM-K99A-24h-Rep1-KAA-14-10-20 Coverage	../tag-dirs/AND-CD4TCell-H3K27Ac-10uM-K99A-24h-Rep1-KAA-14-10-20 + Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-10uM-K99A-24h-Rep1-KAA-14-10-20 - Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-100uM-K99A-24h-KAA-15-04-10 Coverage	../tag-dirs/AND-CD4TCell-H3K27Ac-100uM-K99A-24h-KAA-15-04-10 + Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-100uM-K99A-24h-KAA-15-04-10 - Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-0_1uM-PCC-24h-KAA-15-04-10 Coverage	../tag-dirs/AND-CD4TCell-H3K27Ac-0_1uM-PCC-24h-KAA-15-04-10 + Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-0_1uM-PCC-24h-KAA-15-04-10 - Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-10uM-PCC-24h-KAA-15-04-10 Coverage	../tag-dirs/AND-CD4TCell-H3K27Ac-10uM-PCC-24h-KAA-15-04-10 + Tags	../tag-dirs/AND-CD4TCell-H3K27Ac-10uM-PCC-24h-KAA-15-04-10 - Tags
-1780	0.658896795712499	0.00305412699761989	0.00312816643998644	0.547311625679781	0.00257514450867049	0.00259104046242772	0.670141250141666	0.00311501190071414	0.00313435056103376	0.737664080204093	0.00330261815708947	0.00336059163549817	0.754858434569685	0.0034129547772867	0.00346570044202659
-1770	0.658888320501606	0.00314667630057807	0.00313670945256719	0.548038444436836	0.00265317919075142	0.00257369942196529	0.670513147455505	0.00318492859571584	0.00311054913294807	0.737507304330474	0.00332131927915679	0.00334937096225777	0.756042118307472	0.0035867052023122	0.00349672730363828
-1760	0.658515411222287	0.00316518616116971	0.00314952397143832	0.54797858877449	0.00268063583815026	0.00267485549132945	0.670840771279601	0.00330244814688891	0.0030629462767767	0.738548744062367	0.00339612376742608	0.00336620197211837	0.756840208100374	0.00355722968378109	0.0034020953757226
-1750	0.658396758269777	0.00317800068004084	0.00320220588235298	0.548474535691068	0.00270664739884391	0.00282947976878611	0.671504873625742	0.00318939136348191	0.00313583815028911	0.739993321754993	0.00367477048622922	0.0035700442026522	0.757862480419373	0.00362238609316566	0.00362083475008507
-1740	0.658930696556074	0.00316091465487932	0.00319651054063247	0.547431337004472	0.00266473988439304	0.00254046242774563	0.671478309531896	0.00324740734444077	0.0030926980618838	0.738235192315131	0.00328578714722887	0.00341856511390687	0.757234769346304	0.00351844610676647	0.00365186161169677
-1730	0.658328956582628	0.00314952397143832	0.00316660999659983	0.548893525327488	0.00270520231213871	0.00263294797687858	0.673302377309296	0.00323253145188721	0.00331434886093176	0.738806304426169	0.00362801768106091	0.00330635838150293	0.758624701008099	0.00370305593335607	0.00362393743624624
-1720	0.65859168812033	0.00314952397143832	0.00307975603536215	0.548808017238423	0.00247109826589592	0.00260549132947974	0.673824804488261	0.00326377082624968	0.00319385413124797	0.741437899447619	0.0035700442026522	0.0036448486909215	0.757082325228558	0.00349982998979945	0.00349827864671887
-1710	0.658837469236244	0.00313386178170694	0.0031424047942877	0.551236446967875	0.00268497109826588	0.00263583815028899	0.673984189051334	0.00325484529071755	0.00302873172390352	0.74022848556542	0.00345596735804152	0.00339238354301262	0.75869643941645	0.00368754250255022	0.0035773971438287
-1700	0.658735766705521	0.00322925875552537	0.00309826589595379	0.552425009405882	0.00268352601156067	0.00262283236994217	0.675321248441564	0.0032429445766747	0.00325782046922825	0.741818640854977	0.00372339340360427	0.00351581094865696	0.758490191492442	0.00358049982998987	0.00355102431145875
-1690	0.659718891169179	0.00326770231213877	0.00302565028901736	0.553228785443095	0.002643063583815	0.00265606936416183	0.675480633004638	0.00315815198911944	0.00325782046922826	0.741549882214489	0.00352703162189736	0.00344661679700786	0.758651602911231	0.00363014280856858	0.00371856936416192
-1680	0.660363007197093	0.00313528561713706	0.00309399438966342	0.554477203543447	0.00261994219653177	0.00261271676300575	0.676295265215904	0.00326823359401574	0.00310013600816059	0.74391271859545	0.00355695341720508	0.00357378442706568	0.758391551180959	0.00377907174430473	0.00351844610676647
-1670	0.660481660149604	0.00314667630057807	0.00300714042842573	0.554853439135334	0.00268786127167628	0.00253468208092482	0.676923948770251	0.00316558993539622	0.00312840020401234	0.746533115340213	0.00359248554913299	0.0035064603876233	0.759297248586388	0.00358670520231221	0.00333228493709629
-1660	0.662414008233346	0.00321359656579399	0.00302422645358724	0.555075760166904	0.00258526011560691	0.00250722543352597	0.678818854131239	0.00322658109486579	0.00306443386603206	0.745010149710778	0.00347653859231558	0.00368038082284941	0.761198316407682	0.00368599115946964	0.0036177320639239
-1650	0.664583662222109	0.00317088150289021	0.00316945766746008	0.556965488935245	0.00259826589595373	0.00253323699421962	0.678721452453805	0.0031328629717784	0.00298856681400893	0.743991106532259	0.00361679700782052	0.0035232913974839	0.762310261737119	0.00372322339340367	0.00351689476368588
-1640	0.665685439638278	0.00313528561713706	0.00303704097245837	0.557435783425104	0.00249999999999996	0.00255346820809246	0.681599229287082	0.0032161679700783	0.00325484529071754	0.744349451386244	0.003592485549133	0.00334563073784431	0.762848299799749	0.00367823444406671	0.00355102431145875
-1630	0.665727815692746	0.00316233849030946	0.00308117987079227	0.557324622909319	0.00249855491329476	0.00258959537572252	0.682139365861943	0.00326079564773896	0.00322063073784437	0.745245313521205	0.00352329139748389	0.00332692961577698	0.763978179731274	0.00353861356681407	0.00366272101326086
-1620	0.666719415367298	0.00311819959197555	0.00313955712342744	0.557606799603234	0.00259248554913292	0.0024624277456647	0.682024254788612	0.00315666439986409	0.00317897823869442	0.749075124148166	0.00383560013600821	0.00360744644678686	0.763888506720835	0.00364410489629385	0.00355722968378109
-1610	0.667109275068403	0.00306267001020064	0.00294306783407006	0.560206245510817	0.00269508670520229	0.00268497109826588	0.683866031961909	0.00327864671880323	0.00328013430805859	0.751628331232807	0.00369908194491674	0.00351955117307042	0.765583326618121	0.00366427235634145	0.00357584580074811
-1600	0.66782966799436	0.00312247109826593	0.00307548452907178	0.560437117351293	0.00277456647398842	0.00264739884393061	0.68446815142241	0.00324591975518542	0.00310906154369271	0.750351727690487	0.0033624617477049	0.00337929275756549	0.766497991324593	0.00369219653179198	0.00347190581434892
-1590	0.667126225490191	0.00310823274396467	0.00301568344100649	0.559889865581276	0.00267630057803466	0.00254624277456644	0.686026578261354	0.0033396378782728	0.00309567324039452	0.752748158901509	0.00366354981298883	0.00348401904114251	0.769304756551316	0.0038535362121728	0.00357119177150636
-1580	0.667549986034871	0.00311392808568518	0.00311108041482492	0.560992919930217	0.00277167630057802	0.00265462427745663	0.687762099059268	0.00334261305678352	0.00329054743284607	0.754315917637692	0.00358500510030607	0.0033680720843251	0.771456908801839	0.00378527711662707	0.00346880312818776
-1570	0.669346730744315	0.00309114671880316	0.00319508670520235	0.560933064267872	0.00261705202312136	0.00261560693641616	0.686734954097237	0.00325782046922825	0.00319087895273726	0.754427900404562	0.00353638218293102	0.00348401904114251	0.774451987350482	0.00371546667800075	0.003546370282217
-1560	0.669185701737337	0.00329902669160154	0.0032634308058484	0.561788145158524	0.00273121387283235	0.00266618497109824	0.687655842683886	0.00337831519891205	0.00324443216593005	0.75699230576589	0.00360557633458013	0.00347279836790212	0.775877788216453	0.00370615861951724	0.00370770996259782
-1550	0.671304504460738	0.00339727133628023	0.0033018743624618	0.5624123542087	0.00278612716763004	0.00273410404624275	0.688930919188476	0.00340360421625308	0.00341104216252986	0.756589167805157	0.00351581094865696	0.00360370622237339	0.778155482681589	0.00385974158449514	0.0035867052023122
-1540	0.672092699073844	0.00319935821149273	0.00305412699761989	0.564310633785948	0.00284104046242774	0.00271387283236992	0.689630440326411	0.0033262495749746	0.0031194746684802	0.757787383410668	0.00363549812988784	0.0034372662359742	0.78298885794422	0.00400867052023129	0.00359135923155396
-1530	0.67372841477631	0.00323068259095549	0.00315094780686844	0.564874987173779	0.00275578034682079	0.00262716763005778	0.691693584948421	0.00341104216252986	0.00317897823869442	0.760396581878744	0.00384308058483515	0.00343913634818094	0.785831492375119	0.00387525501530099	0.0036487589255356
-1520	0.676601511269242	0.00340581434886099	0.00327766916014965	0.566183260936477	0.00279624277456646	0.00262861271676298	0.692765003400195	0.00329501020061214	0.00337831519891204	0.764293582165827	0.00383373002380149	0.00355882352941181	0.787239358639002	0.00366737504250262	0.00362704012240741
-1510	0.677347329827879	0.00341578119687187	0.00309541822509354	0.567294866094324	0.00274132947976877	0.0028815028901734	0.69492554969964	0.00352409894593687	0.00316410234614087	0.7663876599063	0.00351768106086369	0.00357939476368587	0.788629290300798	0.00362083475008507	0.00369840190411432
-1500	0.679610211136472	0.00338303298197898	0.00309399438966341	0.568312412354201	0.0027601156069364	0.00251734104046239	0.697130369488827	0.0034363311798709	0.00320575484529082	0.769332806674986	0.00372152329139754	0.0037832369942197	0.789095589955078	0.00373718548112894	0.00351999744984706
-1490	0.680245851953493	0.00305839850391026	0.00328051683100991	0.569005027875629	0.00271242774566472	0.00268641618497107	0.699290915788272	0.00339765385923167	0.00327269636178181	0.771326099925276	0.00385056103366208	0.00353077184631083	0.791507793935871	0.00378372577354648	0.00355567834070051
-1480	0.680322128851535	0.0032691261475689	0.00321786807208437	0.57010808222457	0.00263583815028899	0.00267052023121385	0.70118582114926	0.00333666269976209	0.00319087895273726	0.77063180677068	0.00349897993879637	0.00359996599795993	0.793973801722928	0.00386129292757573	0.00374959622577362
-1470	0.680220426320812	0.00310111356681404	0.00308972288337304	0.570475767007551	0.00260260115606934	0.00266473988439304	0.702469752351799	0.0033128612716764	0.00324145698741935	0.771997996526497	0.00359061543692627	0.00357565453927241	0.795139550858628	0.00379613651819116	0.0036797857871473
-1460	0.68348338251485	0.00336879462767772	0.00294733934036044	0.571382152751642	0.00267485549132945	0.00268497109826587	0.704160999659971	0.00335600136008171	0.00337087725263527	0.772501918977413	0.00361492689561378	0.00362240734444071	0.797157193593492	0.00385974158449514	0.00361462937776273
-1450	0.685542858761996	0.00317372917375046	0.00318369602176134	0.571159831720073	0.00251156069364158	0.00254479768786124	0.704338093618942	0.00323401904114257	0.00323848180890864	0.771236513711779	0.003592485549133	0.00360931655899359	0.801829157437335	0.00391869262155737	0.00372787742264543
-1440	0.687746413594334	0.00330899353961242	0.00324634478068688	0.570809248554905	0.00256213872832367	0.0027615606936416	0.705834537572246	0.00340211662699773	0.00324740734444077	0.773073031088451	0.00376266575994565	0.00352516150969063	0.804456576643181	0.00387215232913982	0.00378837980278824
-1430	0.688288827091525	0.003224987249235	0.00295445851751107	0.569731846632683	0.00256791907514448	0.00255202312138725	0.707330981525549	0.00337087725263526	0.00326228323699432	0.775805410600084	0.00382998979938802	0.00353638218293102	0.805066353114162	0.00374649353961244	0.0035355108806529
-1420	0.690992419366585	0.0031153519211153	0.00306409384563076	0.568868214933124	0.00267052023121385	0.00257514450867049	0.708800861385008	0.00344525671540304	0.00332773716422996	0.779120100499442	0.00374396463787832	0.00330448826929619	0.80732611297721	0.00381940666439994	0.00368754250255022
-1410	0.693416329682156	0.0033289272356342	0.00319081519891197	0.570073878988944	0.00278612716763005	0.00260838150289014	0.709721749971656	0.00344971948316911	0.00325038252295148	0.783476230130693	0.00391601496089771	0.00357191431485894	0.810401897235248	0.00411261050663048	0.00379458517511058
-1400	0.694721512159772	0.00327909299557978	0.00340011900714049	0.569261552142824	0.00270953757225431	0.00269364161849709	0.71206824492802	0.00343781876912626	0.00314327609656589	0.784383290542342	0.00384121047262841	0.00369721183271002	0.811908403810614	0.00399936246174778	0.00365651564093852
-1390	0.694585908785474	0.00331184121047267	0.00314525246514794	0.568910968977657	0.00267485549132946	0.00271820809248553	0.714591833843355	0.00350178510710654	0.00317154029241764	0.786522161389562	0.00377201632097931	0.00345409724583479	0.81488554775717	0.00406607021421293	0.0037511475688542
-1380	0.696187723644365	0.00353253570214219	0.00332750340020406	0.56875705441734	0.00273699421965316	0.00263439306358379	0.716929474101771	0.00349137198231906	0.00335600136008171	0.78950090298831	0.00373648418905139	0.00360370622237339	0.818705618001847	0.00408158364501878	0.00377441771506297
-1370	0.697382728380364	0.00340011900714048	0.00329190751445091	0.569022129493442	0.00277745664739882	0.00271387283236992	0.720303114020166	0.00366690751445099	0.00341699251955129	0.793946618833057	0.0040300918055084	0.00360370622237339	0.82251672094548	0.00397454097245842	0.00396368157089433
-1360	0.699993093335595	0.00349693981638905	0.00340439051343086	0.569406915894235	0.002885838150289	0.00278034682080924	0.722295421058588	0.00362525501530104	0.00336343930635849	0.797261308732415	0.00393097585855158	0.00390292417545058	0.823852848801013	0.00397609231553901	0.00381940666439993
-1350	0.70089994090121	0.00338730448826935	0.00332180805848356	0.570458665389738	0.00286560693641618	0.00274132947976877	0.724013232460605	0.00366244474668492	0.00328905984359072	0.798078782930568	0.00392349540972465	0.00380380822849375	0.825466962988905	0.00399160574634486	0.00390162784767093
-1340	0.701755937201465	0.0034556485889154	0.0032748214892894	0.570552724287709	0.00294797687861271	0.00274421965317916	0.727590530431817	0.00366839510370635	0.00331434886093176	0.800799964165514	0.0041572594355662	0.00392162529751791	0.828390303129197	0.00413743199591983	0.00389387113226801
-1330	0.703332326427675	0.00361654199251963	0.00325204012240739	0.57190375209494	0.0027630057803468	0.00284826589595374	0.730122974045101	0.00366690751445099	0.00338129037742275	0.803431559186963	0.0040936756205373	0.00380380822849377	0.832820149844856	0.00409089170350229	0.00378527711662707
-1320	0.705671484634311	0.00353538337300244	0.0032748214892894	0.571399254369455	0.0027052023121387	0.00266473988439304	0.732442904907619	0.00364608126487602	0.00333219993199602	0.80701500772681	0.0039328459707583	0.00376453587215238	0.838299170782644	0.00428170690241423	0.00385198486909222
-1310	0.709298874896774	0.00351544967698068	0.00320790122407349	0.572793036221218	0.00284682080924854	0.00280635838150288	0.734966493822954	0.00351219823189403	0.00336046412784777	0.80975858551513	0.0039440666439987	0.00362988779326765	0.841464628051121	0.00413588065283925	0.00366116967018028
-1300	0.711112570028006	0.00339442366541998	0.00334886093165595	0.57384478571672	0.00278034682080923	0.00266763005780345	0.737215587101884	0.00345566984019052	0.00338277796667811	0.814137111699755	0.00393097585855158	0.00370282216933021	0.844513510406027	0.00404280006800416	0.00394041142468556
-1290	0.713841587935747	0.00352541652499157	0.00336879462767771	0.575691760440529	0.00277745664739883	0.00265028901734101	0.739712611923373	0.00352856171370294	0.00337831519891204	0.819769844873326	0.00404131247874879	0.00348962937776271	0.848521893972625	0.00439340360421634	0.00384577949676988
-1280	0.714028042575406	0.00341578119687187	0.00324207327439651	0.576401477579771	0.0026994219653179	0.00261560693641616	0.742448713589473	0.00358360251615109	0.0032994729683782	0.826936741953019	0.00417596055763353	0.00372152329139753	0.851490070618137	0.00419017766065972	0.0040381460387624
-1270	0.715816312073957	0.00334601326079569	0.00333462257735469	0.577350617368395	0.00273988439306356	0.0025794797687861	0.745972883372994	0.00353153689221365	0.003353026181571	0.830676966366484	0.00411798707922482	0.00382624957497455	0.854305803145904	0.0041001997619858	0.00396057888473316
-1260	0.715663758277872	0.0032634308058484	0.00325631162869776	0.578821356500317	0.00271676300578033	0.00268641618497108	0.74757558370168	0.00351219823189403	0.00348839680380834	0.832278319932728	0.00390105406324385	0.0038804828289698	0.85945303394507	0.00431428510710651	0.00381475263515818
-1250	0.717206246660508	0.00331184121047268	0.00338872832369948	0.578368163628271	0.00266040462427743	0.00251445086705199	0.748390215912946	0.00357467698061896	0.00320873002380153	0.833174182067689	0.00385056103366208	0.00370469228153695	0.863066856265738	0.00414208602516159	0.00385198486909222
-1240	0.717519829463572	0.00335455627337646	0.00325631162869776	0.578325409583738	0.00251300578034679	0.00272687861271674	0.750904950130332	0.00340360421625308	0.00344376912614768	0.83433880284314	0.00370656239374368	0.00359622577354646	0.867146978240687	0.00422896123767434	0.00379768786127175
-1230	0.717697808892337	0.00335740394423671	0.00320362971778311	0.577265109279329	0.00262861271676298	0.00248843930635835	0.75341082964977	0.00367732063923847	0.00342889323359413	0.83508908738117	0.00388796327779673	0.00372713362801773	0.869693691737138	0.00421655049302966	0.00387525501530099
-1220	0.71838430097472	0.00333889408364508	0.00325061628697726	0.577427574648553	0.0025823699421965	0.00256069364161847	0.754951547092817	0.00346162019721194	0.00344674430465839	0.837339940995261	0.0041048962937777	0.00367477048622923	0.874347720978893	0.00429101496089774	0.0037821744304659
-1210	0.719486078390888	0.00342574804488276	0.00324064943896638	0.578923966207195	0.00284682080924854	0.00271965317919073	0.756625085005092	0.00363120537232246	0.00343038082284948	0.840061122230207	0.00391227473648424	0.00388796327779673	0.878454744856973	0.00432979853791236	0.00407848095885761
-1200	0.719850512459313	0.00345280091805515	0.00349124447466854	0.579368608270334	0.00273988439306356	0.00267774566473987	0.758493426272234	0.00366244474668493	0.00355533832029933	0.841998424097061	0.00409180550833057	0.00401513090785453	0.879737068906242	0.00425223138388311	0.00417311288677328
-1190	0.719392851071059	0.00350263515810954	0.00340439051343086	0.57959948011081	0.00268930635838148	0.00272109826589593	0.758218930635829	0.00353748724923508	0.00354046242774579	0.841136156792161	0.00397772866371988	0.00380380822849376	0.881718842436932	0.00442443046582804	0.00421499914994908
-1180	0.718706358988676	0.00341008585515136	0.0034670392723564	0.579710640626595	0.00276011560693639	0.00282658959537571	0.758670520231205	0.00360889153349213	0.00343930635838162	0.84365576904674	0.00415912954777293	0.00381876912614762	0.88509951493046	0.00441046837810277	0.00416380482828978
-1170	0.719104693900676	0.00345422475348527	0.00335882777966684	0.579727742244408	0.00282369942196531	0.00270375722543351	0.761017015187569	0.00388558313498823	0.00350476028561725	0.844518036351641	0.00393284597075831	0.00384869092145534	0.888372579811463	0.00444614926895623	0.00390162784767093
-1160	0.720282748214887	0.00352399268956144	0.0033901521591296	0.580121079454108	0.00280346820809247	0.00283670520231213	0.764691714836215	0.00398227643658634	0.00361781706902427	0.847955907294556	0.00433304998299906	0.00404505270316225	0.895250499712091	0.00448803553213202	0.00422120452227142
-1150	0.723037191755309	0.00370766746004768	0.00339157599455973	0.581104422478358	0.0028222543352601	0.00284537572254334	0.76781742321205	0.00412210982658974	0.0035598010880654	0.850777873019685	0.0042900374022442	0.00412920775246521	0.897994493831507	0.00434996599795996	0.00399005440326427
-1140	0.724164394804159	0.00356670775246521	0.00351117817069031	0.582395594623243	0.0028800578034682	0.00283092485549131	0.771669216819667	0.00386029411764719	0.00361781706902426	0.853331080104326	0.00446956817409053	0.00402074124447473	0.902522980858647	0.00448648418905143	0.0041203672220334
