Distance from Center (cmd=annotatePeaks.pl /data/mm9/External/GSE40684-Rudensky-FoxP3-Enhancers/FoxP3-GFP-CD4TCell-TReg-FoxP3/peaks-mm10.txt mm10 -size 4000 -hist 10 -d ../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined ../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined)	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined Coverage	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined + Tags	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined - Tags	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined Coverage	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined + Tags	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined - Tags
-2000	1.39760200653046	0.00679662663369848	0.00676880960791251	1.5799866030274	0.00771670787707578	0.00746026139173489
-1990	1.39664084913542	0.0065481278700107	0.00642016955139535	1.58188199464115	0.00759042741080945	0.00714941716707927
-1980	1.39875539540451	0.0065981985164254	0.00668721299894041	1.58746155370414	0.0076234546096791	0.00734952313670133
-1970	1.40045155551341	0.00681888025432721	0.00646653126103858	1.5893569453179	0.00750883080183734	0.00765842458495287
-1960	1.40472587898783	0.00671688449311209	0.00645725891910995	1.58983079322133	0.00772836453550038	0.00747191805015948
-1950	1.40815212240781	0.00677808194984117	0.00655925468032508	1.59157218426647	0.00759625574002173	0.0071086188625932
-1940	1.41130698021036	0.00657594489579664	0.00651103850229611	1.59756636024497	0.00768173790180203	0.00742723419286524
-1930	1.41161228902996	0.00647209466619578	0.00639235252560941	1.60313407311037	0.00767979512539793	0.00742723419286524
-1920	1.41214375253075	0.00651474743906755	0.0066297244789828	1.60447269343758	0.00772059342988398	0.00751465913104963
-1910	1.41334237234104	0.00658892617449673	0.00667237725185456	1.60728024226545	0.00780607559166428	0.00751077357824143
-1900	1.41380598943747	0.00662045213705413	0.00670761215118344	1.61176995115053	0.00772836453550037	0.00747386082656358
-1890	1.4153551490036	0.00671873896149784	0.00654441893323924	1.61505134788184	0.00764093959731598	0.00735729424231773
-1880	1.41752623394299	0.00658150830095381	0.00672059342988356	1.62227752840928	0.00792847050512244	0.00761956905687092
-1870	1.41879270015764	0.00678179088661265	0.00665568703638304	1.62245522137307	0.00757488519957667	0.00751660190745372
-1860	1.41865700734892	0.00674841045566949	0.00651474743906756	1.62468230651923	0.00755740021193979	0.00733009537266036
-1850	1.42260340653563	0.00677066407629825	0.0066482691628401	1.62918386160189	0.00779636170964381	0.00763511126810369
-1840	1.42522680083739	0.00692643942069954	0.00668164959378323	1.63278510566803	0.00786047333097904	0.00746026139173491
-1830	1.42687773001005	0.00693571176262818	0.00661303426351125	1.6363508111414	0.00776722006358233	0.00752048746026194
-1820	1.42826858129935	0.00663157894736851	0.0066686683150831	1.64103005918785	0.00809749205227893	0.00767590957258974
-1810	1.42910535361974	0.00661674320028268	0.00689120452137067	1.64383760801573	0.00775167785234957	0.0078721299894036
-1800	1.42880004480014	0.00676510067114107	0.00676880960791251	1.64431145591916	0.0077108795478635	0.00747968915577586
-1790	1.42796327247975	0.0068096079123986	0.00665012363122584	1.64940532088113	0.00816548922642236	0.00767008124337744
-1780	1.43193228713457	0.00695240197809977	0.00691160367361371	1.65267487141485	0.00800035323207406	0.00756322854115208
-1770	1.43387721739278	0.00686895090074192	0.00653700105969631	1.65749627383234	0.00787212998940359	0.00771476510067169
-1760	1.43715646026998	0.00685596962204181	0.00677622748145544	1.66135813424536	0.00802560932532731	0.00768562345461023
-1750	1.43798192485631	0.00658521723772531	0.00665939597315447	1.66558722678355	0.00789155775344457	0.00766231013776105
-1740	1.43922577560284	0.00677808194984115	0.00686895090074191	1.67072847653586	0.00813440480395677	0.00764676792652827
-1730	1.44086539704144	0.00696538325679986	0.00674284705051231	1.6754195707799	0.00795178382197161	0.00769728011303482
-1720	1.44291209690618	0.00696538325679986	0.00658150830095384	1.67962497092291	0.00807806428823798	0.00778859060402739
-1710	1.44840765565901	0.00702287177675748	0.00685967855881327	1.68855700390273	0.0085443306252214	0.00793041328152653
-1700	1.45087274168394	0.00696167432002842	0.00669463087248336	1.69632810951912	0.00840056517131819	0.00777499116919872
-1690	1.45558806678668	0.00720460967855898	0.00699134581420006	1.70489291037377	0.00850353232073536	0.00787212998940361
-1680	1.45782699813043	0.0069320028258567	0.00686524196397045	1.71388417434151	0.00837919463087311	0.00782550335570525
-1670	1.46030339188942	0.00710446838572957	0.0067428470505123	1.72212912786134	0.0085423878488173	0.00792652772871835
-1660	1.46270063151	0.00698021900388569	0.0068800777110563	1.72723483902089	0.00845690568703701	0.00790904274108146
-1650	1.46519964073711	0.0071934828682446	0.00673357470858366	1.73660518131138	0.00868032497350824	0.00783133168491757
-1640	1.47133974033132	0.00711559519604395	0.00692829388908527	1.7441867477664	0.00835782409042803	0.00784687389615032
-1630	1.47631514331743	0.00717679265277303	0.0066241610738256	1.75205262296347	0.00853461674320091	0.00798092546803308
-1620	1.48242131970946	0.00712857647474407	0.00687451430589912	1.75994219055572	0.00853461674320092	0.00770893677145941
-1610	1.48461502011697	0.00742158247968935	0.00700247262451445	1.7678080657528	0.00855793006005009	0.00793235605793064
-1600	1.48685395146072	0.00710261391734385	0.00682444365948443	1.77486839951403	0.00858707170611156	0.00830536912751738
-1590	1.49164843070187	0.00723428117273064	0.00684484281172743	1.78146673156941	0.00854044507241322	0.0079614977039921
-1580	1.49775460709391	0.00731587778170277	0.00668350406216894	1.789747223682	0.00864535499823449	0.00825097138820265
-1570	1.50493501822158	0.00733442246556007	0.00670761215118344	1.79376308466364	0.00849964676792716	0.00803532320734782
-1560	1.51117688742233	0.00734740374426017	0.00692273048392807	1.80064572546108	0.00858318615330336	0.00817131755563463
-1550	1.51453528443795	0.00720090074178753	0.00692087601554234	1.81002791394916	0.00890762981278767	0.00831314023313377
-1540	1.52177223423592	0.0076812080536915	0.00695054750971403	1.81611685950835	0.00878329212292541	0.00842776404097554
-1530	1.52589955716757	0.00733442246556006	0.0071193041328154	1.81899548552174	0.00872889438361068	0.00860455669374845
-1520	1.52899787629982	0.00732700459201713	0.00720275521017325	1.82280996114442	0.00880854821617869	0.00820823030731251
-1510	1.53354358539167	0.00754026845637605	0.00685782409042756	1.82910029206256	0.00864535499823449	0.00854044507241322
-1500	1.53975153139024	0.00744198163193235	0.00717493818438731	1.83154060876527	0.00892705757682864	0.00835976686683212
-1490	1.54297423559715	0.007430854821618	0.00703585305545759	1.83659893513447	0.00892705757682865	0.00857735782409107
-1480	1.54604993926129	0.00744939950547527	0.00700247262451445	1.84088725866059	0.00905916637230727	0.0085521017308378
-1470	1.55148895934382	0.00753841398799031	0.00748834334157561	1.84669189547771	0.00869198163193284	0.00840445072412638
-1460	1.55258580954758	0.00732700459201715	0.00711930413281539	1.85244914750449	0.00891151536559586	0.00872889438361068
-1450	1.55632866952121	0.00743085482161801	0.00698021900388568	1.85532777351788	0.00900671140939666	0.00842582126457145
-1440	1.55860152406714	0.00730845990815983	0.00700989049805738	1.86157071964568	0.00890568703638358	0.00839667961850999
-1430	1.5625592309879	0.00749390674673278	0.00706923348640072	1.86495873215526	0.00889791593076718	0.00873860826563117
-1420	1.5679530201342	0.00748092546803271	0.00718977393147313	1.87162814139616	0.0093039561992236	0.0087133521723779
-1410	1.56999971999894	0.00745125397386102	0.0072862062875311	1.87595200351503	0.00877163546450085	0.00856181561285828
-1400	1.57222734360863	0.00754397739314748	0.00729918756623118	1.88343880038936	0.00890180148357539	0.00843942069940013
-1390	1.57451150588861	0.00759219357117646	0.00714155775344418	1.89561669150773	0.00960897209466689	0.0087211232779943
-1380	1.57857098241591	0.00755881314023334	0.0073807841752033	1.90518841915718	0.0095604026845645	0.00878134934652131
-1370	1.58257392027291	0.00782956552454986	0.00741045566937498	1.91298321716875	0.00940109501942849	0.00896785588131468
-1360	1.58587577861823	0.00768862592723443	0.0074382726951609	1.91778092719106	0.00931755563405229	0.00874443659484346
-1350	1.58930202203821	0.00779989403037818	0.0073436948074887	1.92672480636846	0.00952737548569486	0.00883768986224015
