Distance from Center (cmd=annotatePeaks.pl /data/mm9/External/GSE41740-CTCF-Lymphocyte-Subsets/Rag-KO-Thymocyte-DP-CTCF/peaks-mm10.txt mm10 -size 4000 -hist 10 -d ../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20 ../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 ../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 ../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 ../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20)	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20 Coverage	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20 + Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20 - Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 Coverage	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 + Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 - Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 Coverage	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 + Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 - Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 Coverage	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 + Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 - Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 Coverage	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 + Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 - Tags
-1800	0.787097181452199	0.00356651649098939	0.00373231893913627	0.802086875212478	0.00380954607276454	0.00383594015640956	0.745597950162689	0.00350072254335255	0.00350072254335255	0.822318342076685	0.0038829054743282	0.00383283747024796	0.766173874624095	0.00367676810608626	0.00368662869772176
-1790	0.78889234833381	0.0038434418565113	0.0035453502210132	0.80217888073281	0.00378021931315897	0.00375871302278154	0.746592965220736	0.00358672645358715	0.00344742434546068	0.823353582762554	0.00385128357701436	0.00381175620537207	0.766579812153999	0.00373716422985368	0.00371867562053712
-1780	0.790635330131652	0.00376406834410057	0.00371115266916007	0.803340450426991	0.00385353621217291	0.00374600476028579	0.748135959586112	0.00363396803808221	0.00346801683100981	0.823910416767833	0.00395010200612009	0.00391320979258729	0.767214550837123	0.00372976878612705	0.00360897653859222
-1770	0.792148697560917	0.00380110931655891	0.00367234784087037	0.805163309798553	0.00394444916695021	0.00377630907854489	0.748482051780215	0.00356976793607611	0.00346074889493365	0.826474990285101	0.00407922475348492	0.00378408704522246	0.767959999755674	0.00376304828289686	0.00357199931995911
-1760	0.795279802586982	0.00391223223393394	0.00365647313838823	0.807279436766172	0.00388775076504608	0.00371765555933373	0.749873630810671	0.00360853026181565	0.0036775756545392	0.828718011771152	0.00401729853791199	0.003965912954777	0.769938022628664	0.00368909384563063	0.00357076674600467
-1750	0.795415483804778	0.00368116712002713	0.00382580329819781	0.809085045102672	0.00389948146888832	0.00388286297177849	0.749888051318759	0.00375631162869765	0.00360853026181564	0.830027748093427	0.00402520401224045	0.00382888473308372	0.770978698841691	0.00382467698061872	0.00364965147908865
-1740	0.797179339636128	0.00379934546072756	0.00378876232573946	0.810787147228799	0.00400799047942896	0.00381834410064622	0.750508133166527	0.00356007735464122	0.00349829989799382	0.83220018498726	0.00399753485209084	0.00395800748044855	0.771716767077882	0.0036545817749064	0.00360281366882004
-1730	0.795206743469707	0.00367587555253308	0.00379581774906486	0.812943526611562	0.00385744644678699	0.00383202992179549	0.750933538155112	0.00362912274736478	0.00351646973818423	0.834113811709625	0.0040331094865689	0.00395537232233906	0.772366267125729	0.00362993029581766	0.00373716422985368
-1720	0.797398516987953	0.00407450697041812	0.00380287317239026	0.814381112866738	0.00390436926215591	0.00388188541312497	0.752793783698416	0.00363154539272349	0.00350799047942871	0.835164737860432	0.00392375042502523	0.00386972968378076	0.7728755342087	0.00373839680380813	0.00356213872832361
-1710	0.798922321433971	0.00379052618157081	0.00382051173070375	0.815847450847016	0.00405686841210492	0.00382714212852789	0.754452142128493	0.00366061713702815	0.00354433015980952	0.837713625912763	0.004063413804828	0.00391584495069677	0.775266875293955	0.00371990819449157	0.00368169840190401
-1700	0.801479390538591	0.00394221778306689	0.00376935991159461	0.818325849550939	0.00397279836790227	0.0038427830669842	0.75580766988873	0.00365213787827263	0.00347528476708598	0.83949392618316	0.00398831179870764	0.00394878442706535	0.776772534495783	0.00377167630057792	0.00347709112546744
-1690	0.802773580616031	0.00389282981978909	0.00367058398503903	0.821155019301124	0.00404220503230214	0.00377435396123785	0.756593587579506	0.00353948486909209	0.00351162444746679	0.840819347970372	0.00407263685821119	0.00384601326079539	0.779606716522752	0.00376674600476017	0.00367307038422295
-1680	0.805132346402333	0.00396514790887443	0.00365647313838823	0.822862871772272	0.00387308738524329	0.00370983509010558	0.758208684485321	0.00362185481128862	0.00352979428765721	0.843227066838266	0.00399885243114558	0.00387763515810923	0.782765648573646	0.00393807378442693	0.0035719993199591
-1670	0.807532860255649	0.0038857743964637	0.00370056953417197	0.824587975278482	0.00391707752465166	0.00373231893913652	0.759196489289323	0.00367273036382176	0.00346196021761301	0.845728898495784	0.00413061033661989	0.00391320979258729	0.784005603210445	0.00371374532471937	0.00349434716082958
-1660	0.809703759740387	0.00381698401904106	0.00377112376742597	0.82744014640875	0.00402363141788527	0.00363847330839867	0.762001278112367	0.00357097925875547	0.00357582454947291	0.847611154288275	0.00395668990139381	0.00388685821149244	0.785607211282977	0.00365211662699751	0.00358555763345791
-1650	0.811248438219913	0.00390341295477719	0.00372173580414817	0.829475768546078	0.00388970588235312	0.00377728663719841	0.762556467673741	0.00369816814008834	0.00343652244134643	0.849603208335327	0.00403837980278788	0.00390003400203985	0.787504046649985	0.00371867562053712	0.00355720843250586
-1640	0.813596766989462	0.0038963575314518	0.00367411169670172	0.830073804428231	0.00378119687181249	0.00376555593335618	0.762332949798382	0.00345469228153684	0.0034559036042162	0.852065826330502	0.00411875212512721	0.00392770316218946	0.789437785428803	0.00373716422985368	0.00357446446786798
-1630	0.815757229457446	0.00395456477388634	0.0038646081264875	0.831568894133614	0.00398746174770505	0.00383105236314197	0.762693462500573	0.00358914909894588	0.00358551513090779	0.854002981250273	0.00411611696701772	0.00403442706562366	0.792006262890744	0.00378153689221341	0.00357939476368573
-1620	0.817959439992445	0.00390164909894584	0.00379052618157081	0.832138178290663	0.0039190326419587	0.0038476708602518	0.762931400884019	0.00356128867732059	0.00356007735464122	0.854991165541331	0.00411611696701772	0.00394746684801061	0.792264586773411	0.00370388473308388	0.00366937266235963
-1610	0.818804838349483	0.00394045392723553	0.0038434418565113	0.833989789387329	0.0040353621217275	0.00385940156409402	0.764272508136168	0.00372360591635491	0.00356249999999994	0.858528237884719	0.00431902414144815	0.00400280516830982	0.793246217527544	0.00389493369602163	0.00371251275076494
-1600	0.820203398594458	0.00395985634138038	0.00384520571234266	0.835053603216159	0.00395617987079244	0.00384669330159828	0.763839892893539	0.00360731893913629	0.00351525841550488	0.860081098913524	0.00412006970418195	0.00399489969398136	0.793032177739048	0.00361760455627328	0.00371004760285606
-1590	0.821132293085524	0.0038893021081264	0.00386284427065615	0.836565943956603	0.00405198061883733	0.00397377592655578	0.765858764025807	0.00377569279156742	0.00355644338660314	0.861430048898142	0.00411348180890824	0.00397513600816021	0.793652155057448	0.00379139748384891	0.00360774396463778
-1580	0.8209131157337	0.00391575994559664	0.00373937436246167	0.836801708102452	0.0040050578034684	0.00386624447466866	0.767416178899271	0.00373814178850724	0.00360610761645692	0.863061337251633	0.00420175960557603	0.00408317749064915	0.794183564187505	0.00372360591635487	0.00374209452567142
-1570	0.822760467699078	0.00390517681060854	0.00384167800067995	0.839032841970484	0.00410085855151329	0.00410672390343441	0.76809394277939	0.00371512665759939	0.0037454097245834	0.864527928223282	0.00423865181910883	0.00406209622577325	0.795202098353447	0.00391958517511037	0.00378769976198561
-1560	0.824785248949267	0.00396867562053714	0.00373408279496762	0.838250795047668	0.00396693301598115	0.0040558908534514	0.768108363287477	0.00356855661339674	0.00364123597415838	0.866504296805397	0.00419121897313807	0.00407395443726594	0.796648712096379	0.00380988609316547	0.00372853621217262
-1550	0.827613680489479	0.0039069406664399	0.0038540249914994	0.84056243374599	0.00415364671880333	0.00397768616116986	0.769074537329348	0.00384958347500841	0.00364608126487583	0.869241410436977	0.00428740224413432	0.00408317749064914	0.798656257698816	0.00389123597415832	0.0037876997619856
-1540	0.828709567248601	0.00401806358381492	0.00392634308058475	0.842920075204478	0.00412823019381183	0.00389166099966017	0.770855470078171	0.00381082114926887	0.00364244729683774	0.872849067372584	0.00434932845970724	0.0040818599115944	0.800228343041901	0.00388014280856839	0.00370265215912944
-1530	0.83249820433014	0.00430909979598764	0.00394045392723554	0.845024701482055	0.00413898333900054	0.00409597075824569	0.772052372249444	0.00377084750084997	0.00366909639578368	0.874488198458544	0.00422679360761614	0.00409635328119657	0.802531115938814	0.00384193301598083	0.00377537402244123
-1520	0.835170080619048	0.00416446361781695	0.00392105151309069	0.846560043602582	0.00410672390343441	0.00404416014960917	0.773386269247549	0.00381445511730696	0.00361095290717437	0.876746905409533	0.00423996939816357	0.00392638558313471	0.804472235399993	0.00401572594355648	0.00388137538252283
-1510	0.836662574014806	0.00410272866371972	0.00391046837810259	0.847577854671246	0.0041419160149611	0.00389557123427424	0.775707971049657	0.00373329649778979	0.00360610761645692	0.880613372516607	0.00430453077184598	0.00411479938796298	0.80473055928266	0.00393930635838137	0.00387521251275064
-1500	0.837904579008478	0.00392810693641609	0.00388401054063234	0.850292017521017	0.00405882352941197	0.00390827949676999	0.778952585369374	0.0039113609316558	0.00355886603196186	0.882095648953193	0.0041121642298535	0.00394614926895586	0.805461246836488	0.00383946786807197	0.00373716422985368
-1490	0.839104835935137	0.00394750935056094	0.00393516235974149	0.853356951417051	0.00413116286977239	0.00394835940156428	0.780387425924093	0.00377569279156742	0.00374419840190404	0.884597480610711	0.00424128697721832	0.00409371812308709	0.806811911708716	0.00384563073784415	0.00364965147908864
-1480	0.841630593989496	0.00404804913294787	0.00381345630737836	0.853776726603562	0.00404807038422325	0.00389166099966017	0.780993087263773	0.00362064348860925	0.00344621302278132	0.887883585515101	0.00426763855831317	0.00410821149268926	0.808959690276029	0.00382221183270984	0.00382960727643646
-1470	0.84458426973075	0.00410978408704512	0.00388048282896965	0.85605386323176	0.00403145188711342	0.00387602006120386	0.783148953222873	0.0037332964977898	0.00346922815368917	0.889036467188001	0.0041582794967695	0.00416486739204321	0.810450588113132	0.00390602686161157	0.00369279156749394
-1460	0.844448588512954	0.00385226113566805	0.0038610804148248	0.858566764005806	0.0040558908534514	0.00396106766406004	0.786934336595876	0.00376600221013253	0.00345226963617812	0.891114791292209	0.00428871982318905	0.00400807548452879	0.812768122374769	0.00389616626997608	0.00366320979258745
-1450	0.845043498467906	0.00388401054063235	0.00394750935056094	0.860297617857037	0.00407446446786827	0.00381834410064622	0.789465135765254	0.00383504760285609	0.00358914909894587	0.891695153494894	0.00413588065283887	0.00405550833049954	0.81448044068273	0.00391835260115594	0.00372237334240043
-1440	0.846765606232242	0.00407274311458677	0.00383109486569186	0.861666199971964	0.00392685311118686	0.00390730193811648	0.790114058629198	0.00366788507310432	0.0036376020061203	0.891593197972801	0.00407527201632069	0.00397908874532444	0.815698253272443	0.00378153689221341	0.00372237334240044
-1430	0.84746488635473	0.00393339850391014	0.0038328587215232	0.862776016560959	0.00405491329479789	0.00393760625637557	0.790236632947942	0.00368242094525664	0.00349345460727638	0.89208729011833	0.00410821149268927	0.00418067834070013	0.816517509014614	0.00379879292757554	0.00369772186331169
-1420	0.848800824499184	0.00407274311458677	0.00398984189051333	0.864472368342066	0.00408815028901754	0.00399625977558673	0.791217227497901	0.00362427745664734	0.0036933228493709	0.89257353953139	0.0041675025501527	0.00408976538592286	0.818333156875641	0.00377660659639567	0.00382590955457315
-1410	0.850460310162999	0.00413271421285266	0.00373584665079897	0.864800138008246	0.00409206052363161	0.00389654879292776	0.791159545465551	0.00373693046582787	0.00364608126487583	0.893287228186042	0.00419385413124756	0.00412929275756515	0.817631992051261	0.00380495579734773	0.00369402414144838
-1400	0.853497482038282	0.00411683951037051	0.00390341295477719	0.867439546372748	0.00421523291397505	0.00404416014960917	0.791015340384674	0.0037454097245834	0.00376963617817061	0.894055815967976	0.00427554403264163	0.00407922475348491	0.819366452406307	0.00387891023461395	0.00375811798707911
-1390	0.855637070472759	0.00414329734784076	0.00397925875552523	0.868624117447012	0.00422891873512432	0.0040148333900036	0.792262714334254	0.00367030771846303	0.00375388898333893	0.895130270316189	0.0042439221353278	0.00427686161169638	0.820119282007221	0.00397751615096892	0.00390602686161157
-1380	0.858434190962711	0.00420326844610665	0.00401277201632087	0.871775306518357	0.00430614586875234	0.00415266916014982	0.793632662602579	0.00379870792247526	0.00373693046582787	0.895804745308498	0.00425182760965626	0.00431638898333867	0.821255907090954	0.00399600476028548	0.00390356171370269
-1370	0.861450488804487	0.00423149013940825	0.00403922985379112	0.873264645878718	0.00437164229853814	0.00415462427745685	0.794101329115427	0.0038253570214212	0.00364971523291391	0.897169380758054	0.00440993709622543	0.00418331349880962	0.822355628762877	0.00395039952397131	0.00385549132947965
-1360	0.863851002657803	0.00413271421285266	0.00409390938456297	0.875288767326005	0.00437848520911277	0.0041673325399526	0.795795738815723	0.00382293437606248	0.00371633798027874	0.899537885963604	0.00436250425025467	0.00420571234274025	0.823484873164247	0.00403914484869078	0.00396519041142455
-1350	0.864748586098608	0.0042015045902753	0.00417504675280505	0.877945426725569	0.00435306868412127	0.0042230533832032	0.797742507407553	0.00385564008840522	0.00372845120707235	0.901310343501533	0.00430584835090072	0.00434537572254302	0.824444361871294	0.00397874872492336	0.00383453757225422
-1340	0.86725347011946	0.00431262750765034	0.00403746599795977	0.880228313698788	0.00436675450527054	0.00411747704862312	0.800230045052669	0.00387986654199243	0.00386411934716074	0.903349453943397	0.00443233594015606	0.00426895613736791	0.827765668934149	0.00421910064603861	0.00390972458347488
-1330	0.869069511034578	0.00412036722203321	0.00410802023121376	0.882976978618683	0.00431201122067346	0.00417124277456668	0.8002516758148	0.00379265130907846	0.00380839850391016	0.905474834442418	0.00448108636518155	0.00428213192791534	0.829699407712967	0.00414637878272682	0.00391958517511038
-1320	0.872315423244932	0.00427911424685469	0.00394750935056094	0.886743454607242	0.00437653009180573	0.00421523291397505	0.801297162651153	0.00399009690581424	0.00372481723903426	0.908337431793497	0.00439280856851377	0.00424128697721831	0.832105510162947	0.00402435396123753	0.00390849200952044
-1310	0.877481746537939	0.00434084920095193	0.00418739374362451	0.88894008640515	0.0043599115946959	0.00399528221693321	0.803539551658779	0.00388955712342731	0.00379628527711655	0.910713779731516	0.00444155899353925	0.00432297687861238	0.835028260378259	0.00406256375382509	0.00381728153689209
-1300	0.880383237195426	0.00427029496769794	0.00407803468208082	0.892430545832716	0.0043344950697044	0.00413702822169351	0.806019879049851	0.00395375722543343	0.00371512665759938	0.913207768656566	0.00446922815368886	0.00421757055423293	0.837973152640657	0.00416486739204337	0.00391342230533819
-1290	0.882063596892747	0.00415740819449156	0.00392105151309069	0.895328719723149	0.00424455967358063	0.00402851921115286	0.807771970782498	0.00390288167290028	0.00378053808228486	0.916289962516769	0.00460757395443688	0.00424128697721832	0.83969285163098	0.00401449336960203	0.00384932845970746
-1280	0.886248840610921	0.00424912869772174	0.00403041057463438	0.898060133607982	0.00428854981298899	0.00416831009860612	0.808146903992776	0.00376115691941509	0.00361216422985373	0.917427158724732	0.0043572339340357	0.00407395443726594	0.841641351774521	0.00410570384223038	0.00385056103366189
-1270	0.889693056139592	0.0042438371302277	0.00408685396123757	0.899664479868758	0.00430419075144531	0.00404318259095565	0.808997713969946	0.00382293437606248	0.00369937946276769	0.920117215961499	0.00434010540632405	0.00416618497109796	0.844320539471891	0.00414761135668125	0.00394177150629024
-1260	0.891143801468335	0.00416269976198561	0.00392281536892204	0.902424645478695	0.00425238014280878	0.00407641958517531	0.811571774663588	0.00388350051003051	0.00368605491329473	0.923748401094512	0.00449821489289321	0.00433088235294085	0.845781914579547	0.00401572594355647	0.00384932845970746
-1250	0.895297734136248	0.00428793352601144	0.00393516235974149	0.90435676140565	0.00421523291397505	0.00409401564093866	0.81350412274733	0.00379386263175783	0.00365819449166944	0.926163962694875	0.00447976878612681	0.00411743454607247	0.849553443266478	0.00410816899013926	0.00374209452567143
-1240	0.898209661810489	0.00437965402924163	0.00409390938456297	0.9068984139048	0.00435013600816071	0.00401190071404303	0.814953383810137	0.00381324379462759	0.00372481723903428	0.92862658069005	0.00444946446786771	0.00418463107786435	0.850800778585639	0.00392451547092812	0.00378276946616785
-1230	0.899441229787408	0.00422619857191419	0.00402335515130898	0.910607386443152	0.00444202652159152	0.00413507310438646	0.815631147690255	0.00379022866371974	0.00366788507310432	0.932571475121811	0.00448503910234577	0.00419648928935705	0.853133074211999	0.00398121387283223	0.0038604216252974
-1220	0.902655830947501	0.00442551428085672	0.00399866116967008	0.912861521691267	0.00444202652159152	0.00411747704862312	0.81560230667408	0.00364850391023455	0.00392710812648749	0.9335518166804	0.00433088235294084	0.00422020571234242	0.854424693625332	0.00383330499829977	0.00386658449506958
-1210	0.904899789549514	0.00439729258755513	0.00423854556273365	0.915000650038968	0.00433742774566496	0.00421132267936097	0.816330542332505	0.00384958347500841	0.00383747024821481	0.935379173345609	0.00438753825229479	0.0044244304658276	0.85531037550876	0.00388630567834057	0.00392205032301926
-1200	0.905755624923305	0.00429322509350549	0.00422443471608285	0.916426735604102	0.00438141788507333	0.00418786127167651	0.81785190593575	0.00397677235634129	0.00382172305338312	0.936759494260102	0.00446791057463411	0.00441257225433492	0.856314148309978	0.00406872662359728	0.0039701207072423
-1190	0.907195933235295	0.00428969738184279	0.00438318174090432	0.918761375682506	0.00451338830329843	0.0042484699081947	0.818551300578	0.00387744389663371	0.00393801003060175	0.938524109065562	0.00449426215572899	0.00452193131587858	0.858048608665025	0.00412542502550138	0.00402435396123753
-1180	0.911109814517876	0.00448195766745991	0.00432497449846979	0.920578484709048	0.00446939816389006	0.00440487929275779	0.819488633603696	0.00390651564093837	0.00396344780686831	0.941057311652955	0.00467477048622878	0.00442574804488234	0.860203767914699	0.00426840360421608	0.00400833049982985
-1170	0.913458143287425	0.0045595673240393	0.00441493114586862	0.923994189651345	0.00468446106766431	0.00435111356681423	0.82125514584443	0.00397434971098256	0.00404824039442356	0.944625754926218	0.00469321659299519	0.00452061373682384	0.861945608952108	0.00423635668140073	0.00406009860591622
