Distance from Center (cmd=annotatePeaks.pl /data/mm10/External/GSE39756-Th17-AP1-Factors-2012/CD4TCell-Th17-JunB/peaks.txt mm10 -size 4000 -hist 10 -d ../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined ../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined)	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined Coverage	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined + Tags	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined - Tags	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined Coverage	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined + Tags	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined - Tags
-2000	1.15719180334729	0.0054633978916404	0.00559313557244453	1.34661352914088	0.00636646236822806	0.00630497670997849
-1990	1.15781964733105	0.00564873743564631	0.00538823240990467	1.34796189883934	0.0065142436871788	0.0062014219171371
-1980	1.15842237755546	0.00553135572444256	0.00541706300563893	1.35117167646298	0.00653689629811286	0.0061647462613391
-1970	1.15976596368071	0.00556224564844354	0.00556945329737713	1.3540986253206	0.00652395194900769	0.00628124540328567
-1960	1.16164321719215	0.00562505516057887	0.00548399117430773	1.35438803149978	0.00649374846776227	0.00615180191223393
-1950	1.16211410017997	0.00558695758764433	0.00535116450110348	1.35740048672853	0.00650777151262622	0.00639774454523223
-1940	1.16411064404832	0.0056641823976468	0.00562711448884563	1.35843314059515	0.00640853150281989	0.00626075018386914
-1930	1.16429271880361	0.0054788428536409	0.00542735964697257	1.36140613134492	0.00660485413091503	0.00647756803138081
-1920	1.16561746960935	0.00552723706790912	0.00543250796763942	1.36191916957165	0.00649482716352104	0.00637077715126313
-1910	1.16807861802569	0.00561063986271176	0.00534292718803656	1.36581957557742	0.00662966413336662	0.00609463103701941
-1900	1.16931547067369	0.00546133856337365	0.00542324099043912	1.36862155358494	0.00631468497180736	0.00647217455258697
-1890	1.17120528106481	0.00557357195391057	0.00565697474871325	1.37060135494707	0.0066728119637172	0.00642363324344258
-1880	1.16974240458265	0.00541500367737218	0.00534910517283676	1.3728837173147	0.0065476832557005	0.00637940671733324
-1870	1.17158198745507	0.00550561412110841	0.00527599901936776	1.3753305150114	0.00657896543270468	0.00632547192939501
-1860	1.17198380760467	0.00547163520470733	0.00565594508457988	1.3777444256423	0.00657896543270468	0.00648296151017463
-1850	1.1715882658949	0.00545927923510693	0.00552826673204247	1.37981631078871	0.00661887717577896	0.00661564108850266
-1840	1.17085996687374	0.0054479529296399	0.00541500367737219	1.38063848743411	0.00656709977935827	0.00645491542044675
-1830	1.17222866675834	0.00557151262564384	0.00541294434910546	1.38316421408877	0.00674292718803688	0.00629095366511455
-1820	1.17166360717295	0.00534189752390319	0.00537587644030427	1.3856438988513	0.00659514586908614	0.00647109585682822
-1810	1.17200892136402	0.00554988967884316	0.00543971561657298	1.38556496989334	0.00650777151262622	0.00618092669772057
-1800	1.17126806546319	0.00529041431723489	0.0054479529296399	1.38683441063384	0.00635459671488165	0.00636646236822806
-1790	1.17000609905583	0.00543662662417287	0.00548193184604098	1.38943906624646	0.00657465064966961	0.00643118411375393
-1780	1.16997470685664	0.00546442755577375	0.00548913949497455	1.39091240679502	0.00652395194900768	0.00657249325815208
-1770	1.17137479894042	0.00565491542044651	0.00547678352537415	1.39420111337662	0.0067666584947297	0.00651640107869633
-1760	1.17363503728196	0.00566521206178016	0.00554988967884314	1.39730565238965	0.00667065457219966	0.0064139249816137
-1750	1.17580109902593	0.00576097082618322	0.00562402549644552	1.39987742093646	0.00672135327286159	0.00647972542289834
-1740	1.17529882383892	0.00552311841137564	0.00551385143417533	1.39983137904432	0.00638911497916213	0.00661995587153772
-1730	1.17738326586501	0.00571360627604838	0.0056003432213781	1.4021400510646	0.00668791370433988	0.00649806325079734
-1720	1.17929191157564	0.0056888943368476	0.00562917381711236	1.4041593169057	0.00677636675655859	0.00677528806079981
-1710	1.18029646194965	0.00560240254964483	0.00554371169404295	1.40609965378884	0.00683138024025558	0.00650669281686746
-1700	1.18206070354402	0.00564461877911286	0.00553135572444257	1.40922392504136	0.00679578328021635	0.00650885020838499
-1690	1.185231315662	0.0058258396665853	0.00552826673204247	1.41400570441101	0.00684324589360199	0.00661887717577897
