Distance from Center (cmd=annotatePeaks.pl /data/mm10/External/GSE39756-Th17-AP1-Factors-2012/CD4TCell-Th17-Batf/peaks.txt mm10 -size 4000 -hist 10 -d ../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20 ../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 ../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 ../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 ../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20)	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20 Coverage	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20 + Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20 - Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 Coverage	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 + Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 - Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 Coverage	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 + Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 - Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 Coverage	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 + Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 - Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 Coverage	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 + Tags	../tag-dirs/AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 - Tags
-2000	1.04493693193278	0.00496742245807192	0.00496742245807192	1.08361991977467	0.00543426317432417	0.00490950367490587	1.00985616585515	0.00484449047929842	0.00466979766735712	1.13295807269811	0.00555447089871976	0.00519730979880211	1.0653629034108	0.00519282613013973	0.00492454382927992
-1990	1.04599614030381	0.00493915831890793	0.0049085388348136	1.0868065629157	0.00524237350662643	0.00494866483157888	1.01308158979697	0.00482831521893348	0.00476361417747374	1.135984684177	0.00554919265586383	0.00526592695592914	1.06720592131098	0.0052092851670023	0.00483895683759457
-1980	1.04796125057113	0.00507105763500655	0.00490853883481361	1.08719817448243	0.0050517892108178	0.0050387354919268	1.01485316593218	0.0048477255313714	0.00470700076619647	1.1384038788193	0.00543307131303346	0.00515508385595471	1.06935446624274	0.00510394733108188	0.00477970430488934
-1970	1.04902045894217	0.00492267090439559	0.00490618348988327	1.08868015550947	0.00521234995317713	0.00516144044950221	1.01554639137639	0.00480405232838608	0.00467141519339362	1.14039369259435	0.00530463407020593	0.00537149181304766	1.07307992488588	0.00524714095178619	0.00501836033939654
-1960	1.04946644141419	0.00503572746105156	0.00475308606941164	1.09013142190382	0.00525934334118473	0.00501915491359028	1.01959020646762	0.00490110389057569	0.00473449870881686	1.14331557703245	0.00553335792729605	0.00525361105593199	1.07603663809473	0.00517965890064968	0.00499202588041644
-1950	1.0526440665273	0.00508283435965822	0.00487085331592827	1.09260394983494	0.00534027639830895	0.00491603053435137	1.02253641460552	0.00504021112971413	0.00467141519339361	1.14684487830715	0.00576911944152741	0.00523601691307889	1.07886522706452	0.0051829507080222	0.00474514032747795
-1940	1.05473460936487	0.00514171798291654	0.00488263004057994	1.09595952345575	0.00519276937484062	0.005041346235705	1.02466423159401	0.00496580493203543	0.00473935128692634	1.15001810764316	0.0055016884701605	0.00538028888447421	1.08297505842481	0.00522245239649237	0.00493112744402494
-1930	1.05612830458992	0.00526184057436351	0.00492738159425626	1.09837830077967	0.00523454127529183	0.00516535656516952	1.02629138576167	0.00476523170351023	0.00471670592241544	1.15419671657076	0.00576208178438617	0.00532046879877371	1.08533057328119	0.00512205227163071	0.0051566162490421
-1920	1.05948711008229	0.00508754504951889	0.00492738159425626	1.09939956231643	0.00535855160475635	0.00513794375549841	1.02895837809565	0.0050482987598966	0.00472964613070737	1.15779932677402	0.0056829081415473	0.00541723658446569	1.0871046012065	0.00519118022645348	0.00505127841312166
-1910	1.06248355481615	0.00535840971650714	0.00501924004653923	1.10098904455787	0.00527631317574304	0.0050439569794832	1.03170239547899	0.00499168534861932	0.00485096058344439	1.16170564539556	0.00579902948437767	0.00525712988450261	1.08855339067883	0.00504469479837665	0.00522245239649236
-1900	1.06437898032221	0.00511816453361322	0.0049509350435596	1.1051355199703	0.00540946110843127	0.0050752859048216	1.03351248413887	0.00488978120832024	0.00491404409886764	1.16525589207842	0.00547353784159557	0.00523249808450828	1.08998246872977	0.00515497034535583	0.00505786202786669
