Distance from Center (cmd=annotatePeaks.pl /data/mm9/External/GSE41740-CTCF-Lymphocyte-Subsets/Rag-KO-Thymocyte-DP-CTCF/peaks-mm10.txt mm10 -size 4000 -hist 10 -d ../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined ../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined)	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined Coverage	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined + Tags	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined - Tags	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined Coverage	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined + Tags	../tag-dirs/h3k27ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined - Tags
-1900	0.812008758635308	0.00398748299898033	0.00378710472628394	0.842548266310642	0.00405393573614457	0.00393284597075864
-1890	0.813099959778109	0.00388707072424384	0.00384110421625335	0.843731340343864	0.00396884563073824	0.00401606596395824
-1880	0.814860576085819	0.00393214467868112	0.00369829564773922	0.844515305064674	0.00400017001020102	0.0038893658619521
-1870	0.816485132400661	0.00388796327779706	0.0038580627337644	0.846191564176806	0.00399549472968418	0.00398006630397863
-1860	0.8166103075941	0.0037442621557297	0.00376925365521968	0.846661943009292	0.0039478068684125	0.00398567664059883
-1850	0.815927286429903	0.00365946956817444	0.00377059248554951	0.846488045380313	0.00396837810268656	0.00401466337980318
-1840	0.8157041480416	0.00384110421625335	0.00376612971778343	0.847728135029594	0.00412359741584537	0.00385149608976576
-1830	0.815562645649017	0.00373176640598473	0.00382637708262534	0.847842166261712	0.00397118327099666	0.0038949761985723
-1820	0.816161309617636	0.00386074039442405	0.00374872492349578	0.848229872450913	0.00394687181230913	0.00392349540972497
-1810	0.81646608400166	0.00380138558313536	0.00392143403604256	0.848631832544128	0.00400531281876952	0.00391461237674299
-1800	0.815663330043739	0.00386074039442405	0.00387234359061583	0.848922612186028	0.0039894168650123	0.00391648248894973
-1790	0.813943531733889	0.00378710472628394	0.0038776989119351	0.848569115366463	0.00398333900034042	0.0039506120367226
-1780	0.813004717783101	0.00379603026181608	0.0038107573954441	0.849438603511362	0.00401606596395824	0.00395949506970458
-1770	0.812163867027178	0.00375675790547469	0.00379067494049681	0.850487690846846	0.00402027371642338	0.00400437776266616
-1760	0.812283599820901	0.00386654199251993	0.00387591380482868	0.850806978296776	0.00397211832710002	0.00400437776266616
-1750	0.812335302618191	0.00389912019721222	0.00384690581434924	0.850764216584731	0.0040310268616121	0.00395668990139448
-1740	0.813246904570406	0.00387189731383921	0.00394553298197932	0.851516822716709	0.00410162359741626	0.00405720843250635
-1730	0.812993832983672	0.00384065793947675	0.00388840955457366	0.852289384314307	0.00401513090785487	0.00405814348860972
-1720	0.812297205820188	0.00385850901054101	0.00396249149949036	0.85254310380577	0.00409320809248596	0.00405907854471309
-1710	0.811388325067831	0.00385270741244513	0.00387591380482867	0.852682792065114	0.00403990989459408	0.00418110336620239
-1700	0.812011479835166	0.00389510370622276	0.00388930210812687	0.852679941284311	0.00409554573274437	0.00397071574294497
-1690	0.813410176561847	0.00399462342740605	0.00383976538592353	0.854424619135714	0.00413248044882734	0.00402027371642338
-1680	0.814950375681112	0.00390536807208472	0.00378799727983716	0.855479408032804	0.00405113056783448	0.00406375382522992
-1670	0.816781743185113	0.00389242604556312	0.00378353451207109	0.855929831399669	0.00408666269976239	0.00395949506970457
-1660	0.817511024746885	0.0038236994219657	0.00385895528731762	0.856933306242306	0.00406796157769507	0.00393237844270696
-1650	0.818166833912508	0.00388082284937134	0.00375006375382559	0.856984620296759	0.00393845630737883	0.00397913124787527
-1640	0.818809037078844	0.00380674090445464	0.00380272441346518	0.856725199243691	0.00392396293777666	0.00392069024141487
-1630	0.818409020699813	0.00381120367222071	0.00373801428085721	0.85714996558333	0.00403710472628399	0.0039894168650123
-1620	0.819018569467861	0.00385850901054101	0.00371391533492045	0.856916201557489	0.00398848180890893	0.00395715742944616
-1610	0.819818602225924	0.00379781536892251	0.00376791482488986	0.856574107861135	0.00393518361101705	0.00406375382522991
-1600	0.820583259385841	0.00386029411764744	0.00377237759265593	0.855941234522881	0.00403289697381883	0.00405159809588616
-1590	0.82113022055717	0.00385404624277495	0.00383619517171068	0.855881368126019	0.00398287147228873	0.00401279326759646
-1580	0.820324745399392	0.00378978238694359	0.00386698826929653	0.85626907431522	0.00402588405304359	0.00402354641278517
-1570	0.819652609034625	0.0038776989119351	0.00395311968718162	0.856528495368288	0.00405954607276477	0.00412593505610378
-1560	0.818975030270143	0.00390447551853151	0.0039375000000004	0.85639450867055	0.00414089595375764	0.00410255865351962
-1550	0.818822643078131	0.00385449251955155	0.00383530261815746	0.856314686808067	0.00406609146548834	0.00405206562393784
-1540	0.819459403844753	0.00387948401904153	0.00393482233934076	0.85700457576238	0.00411798707922516	0.00406001360081645
-1530	0.820248551803386	0.00404549897993921	0.00399908619517211	0.859136959802983	0.00424234954097289	0.00407777966678041
-1520	0.819886632222358	0.00403121812308779	0.00389510370622277	0.859992194043867	0.00413201292077566	0.00407918225093546
-1510	0.821734326925503	0.00398034257055463	0.00391964892893613	0.861186671200301	0.0041502465147913	0.00412359741584536
-1500	0.822860903666449	0.00397409469568215	0.00388974838490349	0.861919321866658	0.00412312988779369	0.00412172730363863
-1490	0.824501787180436	0.00397052448146929	0.00389331859911634	0.863128052927107	0.00413294797687903	0.00398988439306398
-1480	0.825549449125518	0.00392857446446826	0.00385806273376441	0.865485648651144	0.0041946616797012	0.00397913124787527
-1470	0.826324991084865	0.00383976538592353	0.00375408024481505	0.867657943622988	0.00416567494049684	0.00388469058143527
-1460	0.827652936615256	0.00387278986739243	0.00388350051003098	0.869644937842641	0.0040974158449511	0.00401326079564813
-1450	0.82810193459172	0.00392678935736183	0.00382057548452945	0.870554336918781	0.00402354641278516	0.0039697806868416
-1440	0.828395824176314	0.00388573189391401	0.0038308398503914	0.872085206209963	0.00414323359401605	0.00396744304658319
-1430	0.828335957779452	0.0037705924855495	0.00379246004760322	0.87291478342362	0.00407310438626358	0.00404832539952437
-1420	0.828042068194858	0.00373935311118703	0.00380674090445464	0.872310417893396	0.00401326079564814	0.00400250765045943
-1410	0.827840699405413	0.00379156749405001	0.00378085685141146	0.872795050629896	0.00406375382522992	0.00408806528391744
-1400	0.827481501024242	0.00379647653859269	0.00376523716423022	0.872490017083981	0.00408526011560734	0.0040670265215917
-1390	0.827250199036367	0.0037906749404968	0.00382102176130605	0.871982578101057	0.00409040292417585	0.00403149438966378
-1380	0.827911450601705	0.00389242604556312	0.00393392978578755	0.872222043688504	0.00414931145868793	0.004075442026522
-1370	0.828278812582448	0.00401693726623638	0.00395847500850091	0.872512823330405	0.00410209112546794	0.00422505100306061
-1360	0.828542768968611	0.00401604471268318	0.00389688881332919	0.871962622635436	0.00420681740904497	0.00424889493369645
-1350	0.829176808535376	0.00407138303298239	0.00402898673920477	0.872931888108438	0.00425170010200654	0.0041530516831014
-1340	0.829680230508987	0.00401113566814049	0.00399417715062945	0.874297412113049	0.00425637538252337	0.00417409044542714
-1330	0.830706122855211	0.00412939901394127	0.00414234104046286	0.876566633632194	0.00433117987079268	0.00429518021081308
-1320	0.831166005631104	0.00411422560353663	0.00392545052703201	0.877062669491906	0.00430499829989843	0.00418671370282259
-1310	0.83376475149488	0.00409235804148291	0.00400667290037442	0.8789926480955	0.00424702482148972	0.00412172730363863
-1300	0.834888607035969	0.00398391278476749	0.00390670690241453	0.881780711720781	0.00434099795987803	0.00408292247534892
-1290	0.836140358970353	0.00398123512410785	0.00395088830329859	0.883972962158247	0.00422318089085388	0.00416099965998002
-1280	0.837149924117433	0.00396427660659679	0.00382816218973177	0.88554374238067	0.00424328459707625	0.00407777966678041
-1270	0.838891492026141	0.00394553298197932	0.0038174515470932	0.887396749902584	0.00426011560693685	0.00398707922475388
-1260	0.839555464791336	0.0038843930635842	0.00387993029581813	0.88899888871384	0.00418390853451248	0.0040113906834414
-1250	0.840703811131141	0.00386207922475387	0.00381164994899731	0.891159780562473	0.00412874022441388	0.00398567664059883
-1240	0.842284828248266	0.0038977813668824	0.00379290632437983	0.891938043721677	0.00410816899013982	0.00396230023801467
-1230	0.842935195014174	0.00383307123427443	0.00378978238694358	0.892841741236211	0.00406936416185011	0.00398146888813368
-1220	0.843381471790781	0.00382637708262533	0.00387502125127546	0.89304414667322	0.00407918225093546	0.00404832539952437
-1210	0.84268212342744	0.00382816218973177	0.00390090530431865	0.893064102138841	0.00414884393063625	0.00415959707582496
-1200	0.842099786657965	0.00389465742944616	0.00386788082284976	0.892636485018399	0.00411424685481169	0.00406796157769507
-1190	0.841819503072658	0.00399506970418265	0.00403478833730064	0.893657064545853	0.00426198571914357	0.00429097245834793
-1180	0.840532375540128	0.00390938456307417	0.00402541652499192	0.894546508156373	0.00438634818089127	0.00426105066304021
-1170	0.840290188752823	0.00411734954097288	0.00402854046242815	0.895769493120836	0.00439850391023502	0.00433398503910278
-1160	0.840426248745691	0.00408611016661042	0.0040651351581099	0.896339649281426	0.00438214042842612	0.00429518021081308
-1150	0.840758235128288	0.00415260540632481	0.00414367987079268	0.89755408190348	0.0043475433526016	0.00428068684121091
-1140	0.840994979515878	0.00419812563753869	0.00414323359401607	0.900687090005918	0.00448265895953791	0.00438588065283959
-1130	0.843452222987072	0.00433557888473354	0.00402630907854512	0.903172970866086	0.00458270996259804	0.00438588065283959
-1120	0.84648091842831	0.00419500170010244	0.00401068939136389	0.9059923930802	0.00453642468548144	0.00426899863991883
-1110	0.849441583873115	0.00419901819109191	0.0040584410064608	0.908920144964825	0.0044859316558997	0.00424094695681784
-1100	0.851093352186531	0.00407629207752507	0.00394687181230914	0.911693954686091	0.00438447806868454	0.00420260965657982
-1090	0.85478057799325	0.00420749744984743	0.00388930210812688	0.915163354923276	0.00454016490989491	0.00418016831009902
-1080	0.858255550211095	0.00400042502550193	0.00398659044542713	0.917307142087091	0.00432089425365565	0.00417642808568555
-1070	0.857915400228926	0.00390715317919114	0.00393035957157468	0.920346074423032	0.00437372492349584	0.00410629887793308
-1060	0.858647402990555	0.00391295477728703	0.00380718718123125	0.923014405254589	0.00432556953417248	0.00405253315198952
-1050	0.85853855499626	0.0038112036722207	0.00382771591295514	0.925129684610374	0.00415959707582496	0.0040501955117311
-1040	0.858519506597259	0.00381968293097624	0.00381655899353998	0.925916500111988	0.00413201292077566	0.00401326079564813
-1030	0.85853855499626	0.00383217868072122	0.00389064093845669	0.927413160033534	0.00415819449166991	0.00411985719143189
-1020	0.85659289709825	0.00380138558313536	0.00387546752805206	0.927718193579449	0.00422925875552575	0.00418858381502931
-1010	0.856429625106809	0.00395624362461786	0.00390001275076543	0.926349818794035	0.00423720673240436	0.00436343930635881
-1000	0.855403732760585	0.00398882182931016	0.00401961492689602	0.925132535391178	0.00436250425025544	0.00432369942196574
-990	0.855591495550742	0.0040847713362806	0.00408611016661041	0.924684962805115	0.00435221863311842	0.00441860761645738
-980	0.855447271958303	0.00415974583475052	0.00409325059503612	0.925232312719281	0.004504632777967	0.00449528221693335
-970	0.856372479909804	0.00426908364501914	0.00419410914654923	0.925964963385638	0.00450603536212206	0.00458037232233961
-960	0.858309974208242	0.0043797602856176	0.00431058738524357	0.927393204567913	0.0047412019721185	0.00455839850391052
-950	0.860304613703685	0.00451141193471657	0.00424409214552919	0.930788484504222	0.00486743454607285	0.00450136008160524
-940	0.863937415513257	0.00449757735464176	0.00424186076164614	0.934924967449296	0.00481694151649112	0.00458878782726992
-930	0.867817846509849	0.00445741244474717	0.00428648843930681	0.939215392557729	0.00479683781026875	0.00442842570554272
-920	0.871866991897596	0.00449802363141837	0.00425658789527416	0.944323991756608	0.0047898248894935	0.00445834750085041
-910	0.874471180161087	0.00426194321659344	0.00403657344440707	0.948240964579856	0.00472951377082643	0.00441580244814728
-900	0.879489072698054	0.00433825654539317	0.00399863991839551	0.953931123062535	0.00483283747024833	0.00429003740224456
-890	0.882985814514758	0.00416420860251658	0.00386252550153047	0.957945022433083	0.00459393063583841	0.00432603706222416
-880	0.886384593136597	0.00409771336280219	0.00384333560013638	0.961434378135889	0.00457289187351269	0.00425918055083347
-870	0.888259499838316	0.00396427660659679	0.00378041057463484	0.964467608910223	0.00442375042502588	0.00415445426725644
-860	0.889222804587821	0.00380986484189088	0.00375854301258111	0.966029836790237	0.00428910234614119	0.00423299897993921
-850	0.889674523764142	0.00383664144848728	0.00375541907514487	0.966853712442288	0.00431247874872535	0.00406328629717822
-840	0.889086744594953	0.00384869092145566	0.00387859146548831	0.968378880171864	0.00433679020741287	0.00417783066984061
-830	0.886624058724044	0.00377684036042199	0.00390135158109524	0.969091575372601	0.00434520571234316	0.0042222458347505
-820	0.885217198397791	0.00389688881332918	0.00402363141788548	0.969618969821146	0.00439569874192491	0.00434099795987802
-810	0.885350537190801	0.0041191346480793	0.00416777881672944	0.970451397815606	0.0045345545732747	0.00446816558993575
-800	0.884319202444863	0.0041990181910919	0.00430657089425411	0.972201777228614	0.00466639748384924	0.00458224243454636
-790	0.883766798873819	0.00426328204692326	0.00441501615096953	0.974388326104474	0.00482956477388654	0.00478935736144183
-780	0.884145045653992	0.00450918055083354	0.00445651989119395	0.975086767401195	0.00485668140088414	0.00480431825909568
-770	0.885595445177963	0.00456764280856901	0.00458460132608007	0.977301824085084	0.00496234274056444	0.00490717443046589
-760	0.888224124240171	0.00478497959877645	0.00459754335260166	0.980779776664678	0.00512317239034332	0.00493569364161853
-750	0.892131767235336	0.00481800408024535	0.00456630397823919	0.984408820626828	0.00510026351581088	0.00480291567494062
-740	0.895647557451041	0.00467341040462479	0.00448240394423713	0.989853811960455	0.00522602856171353	0.00482722713362813
-730	0.899076269271311	0.00462922900374073	0.00429541397483894	0.994742901037506	0.00518067834070029	0.00479403264195865
-720	0.903147184257918	0.00453015555933405	0.00429675280516875	0.998722591038419	0.00503901734104042	0.00457850221013288
-710	0.906184043298728	0.00439627252635205	0.00404148248894973	1.00275929665539	0.00490717443046587	0.00448593165589969
-700	0.909125660344532	0.00430746344780731	0.00398078884733124	1.00597497740111	0.00480478578714735	0.00445741244474704
-690	0.911006009445965	0.00404103621217313	0.00376925365521967	1.00975511274582	0.00464629377762688	0.00422692111526733
-680	0.913343520123435	0.00394865691941555	0.00378353451207109	1.01348963559768	0.0046406834410067	0.00424889493369643
-670	0.913806124099186	0.00386297177830708	0.00367865946956852	1.01493498146477	0.00439195851751145	0.0041778306698406
-660	0.91505787603357	0.00390938456307416	0.0038120962257739	1.01742656388655	0.00456447636858239	0.00427320639238396
-650	0.915087809232001	0.00387412869772224	0.00389599625977597	1.01898309020495	0.00450650289017373	0.00431014110846693
-640	0.915044270034284	0.00399819364161888	0.00403300323019422	1.02083039616526	0.00455278816729033	0.00452333390003432
-630	0.914271449274794	0.00407182930975899	0.00420392723563457	1.02237551936046	0.00473886433186009	0.00471455287317257
-620	0.914309546072797	0.00427399268956181	0.00441769381162915	1.02309961768441	0.00480899353961249	0.00486369432165937
-610	0.913387059321153	0.00437976028561759	0.00451721353281245	1.02487280334384	0.00504369262155726	0.00491138218293101
-600	0.913381616921438	0.00452837045222762	0.00467117902074176	1.0266744968113	0.00508436756205366	0.00511896463787818
-590	0.914663302054254	0.00482514450867106	0.00486486314178905	1.02883253787913	0.00517413294797679	0.00519470418225079
-580	0.915338159618878	0.00482782216933069	0.00483317749064998	1.03086514459163	0.00530737844270634	0.00525735294117628
-570	0.918611763047279	0.00500008500510086	0.00484522696361836	1.03505864315277	0.00552197381842873	0.00525735294117628
-560	0.920919340526318	0.00488226793607671	0.00467385668140141	1.03914666282419	0.00555329819789148	0.00510727643658611
-550	0.923795648775545	0.00480684716083017	0.00448999064943945	1.04115646329027	0.00520732743964623	0.00495158959537575
-540	0.926563109030477	0.00466314603876283	0.00443108211492737	1.04383049568343	0.00517132777966666	0.00487538252295147
-530	0.925616131480117	0.0042994304658284	0.00413475433526053	1.04463726665066	0.00502592655559332	0.00471128017681079
-520	0.926748150620777	0.00418473733424048	0.00401470588235334	1.04727423889339	0.00499880992859571	0.00466359231553916
-510	0.926269219445882	0.00403389578374742	0.00394151649098984	1.04838889418734	0.00480431825909565	0.00433912784767128
-500	0.927093743002662	0.00400354896293818	0.00375184886093201	1.05206640142314	0.0047790717443048	0.00439289357361481
-490	0.927371305388112	0.00387636008160527	0.00389331859911631	1.05499700408857	0.00478234444066656	0.00441019211152706
-480	0.928078817351025	0.00396159894593714	0.00383664144848727	1.05814996765663	0.00480385073104397	0.00449200952057156
-470	0.929115594496678	0.00397632607956515	0.00393125212512789	1.06138275308717	0.00484031791907524	0.00457429445766774
-460	0.930590484819366	0.00426194321659342	0.0040722755865356	1.06566177507239	0.00494036892213536	0.00472530601836129
-450	0.933080382688848	0.00437083475008545	0.00417670435226156	1.07068200006638	0.00517039272356332	0.00486977218633127
-440	0.936879177689719	0.00460602261135717	0.00449445341720551	1.07648333900037	0.00539714382862946	0.00500582284937095
-430	0.940449391902571	0.00484656579394816	0.00468010455627389	1.08317697232569	0.00571412784767042	0.00531111866711982
-420	0.944552961287466	0.00509112546752862	0.00492778816729059	1.0917093592689	0.00583802278136638	0.00528633968038062
-410	0.950509667775221	0.00541422985379185	0.0050094568174096	1.10224584511659	0.00611807208432435	0.00554441516490954
-400	0.957026941433592	0.0055244602176137	0.00505185311118725	1.11077823205981	0.00611620197211763	0.00553272696361744
-390	0.962804048730761	0.00544368412104789	0.00496750680040858	1.11847534022776	0.00607786467187963	0.00548129887793234
-380	0.967655948076429	0.00530087555253376	0.00487155729343814	1.12543979772936	0.00602783917034961	0.00522275586535177
-370	0.96989005315932	0.00500053128187747	0.00445518106086413	1.13101022341831	0.00572862121727256	0.00500582284937093
-360	0.972513289821812	0.00478230193811681	0.00427086875212556	1.13396933389177	0.00533730023801406	0.00480198061883724
-350	0.973669799761189	0.00445294967698109	0.00406245749745025	1.13647517021756	0.00526109316558978	0.00473465657939492
-340	0.974943321294432	0.00434539697381887	0.00391741754505308	1.13866456987422	0.00511195171710296	0.00457850221013287
-330	0.976399163218118	0.00415528306698443	0.00383619517171066	1.14093379139337	0.00494410914654883	0.00469070894253674
-320	0.978426457111849	0.00423115011900758	0.00388126912614794	1.14333985039105	0.00505678340700437	0.00460328119687205
-310	0.981193917366782	0.00426685226113609	0.0039125085005104	1.14753905051379	0.00525875552533137	0.00467574804488289
-300	0.984146419212014	0.00431728153689265	0.00400578034682119	1.15277878562961	0.00537329989799367	0.00486322679360769
-290	0.987101642257104	0.00455425450527079	0.00418652244134689	1.15765362080264	0.00555610336620162	0.00512831519891186
-280	0.992168516391504	0.00480193811628749	0.00431237249234997	1.16454680878417	0.00596378782726911	0.00529475518531093
-270	0.998938861636608	0.00515226538592372	0.00472071574294508	1.17704178104348	0.0064897568854123	0.00540883202992155
-260	1.009290305894	0.00570832624957563	0.00483317749064995	1.1944857087767	0.00728689221353158	0.00578846480788799
-250	1.02276296638777	0.00618896633798101	0.00522456222373402	1.21841231205582	0.00794330159809426	0.0060918905134301
-240	1.03900580833634	0.00671111016661083	0.00540039527371704	1.24617036473411	0.00843140088405118	0.00625833049982919
-230	1.06021484002458	0.00724441091465579	0.00554231128867796	1.28108957878939	0.00899897993879445	0.00631022611356603
-220	1.08486074713266	0.00747022696361877	0.00537942026521653	1.31947819308187	0.00929586025161342	0.00608253995239649
-210	1.1106713277797	0.00742649183951132	0.00511210047602913	1.35875340020406	0.00910230363821645	0.00577163379802742
-200	1.13452264452944	0.00696102516151057	0.00475061628697773	1.39437390633687	0.00844121897313643	0.00537002720163187
-190	1.15133421724819	0.00622332964977973	0.00429719908194536	1.41977721407192	0.00752766916014813	0.00503621217273032
-180	1.16289387424224	0.00547670860251679	0.00414680380822891	1.43566746626754	0.00664778136688103	0.00494223903434209
-170	1.16639877965852	0.00484745834750137	0.00395713617817107	1.43952172191312	0.00574732233933992	0.00472951377082642
-160	1.16869819353799	0.00438243794627723	0.00386832709962634	1.44191352700679	0.00540883202992153	0.00484265555933368
-150	1.17146293259306	0.00408387878272736	0.00396293777626696	1.44354702440688	0.00503293947636857	0.004784682080925
-140	1.17414331445256	0.00398971438286336	0.00403746599796026	1.4474354894221	0.00482114926895626	0.00497917375042505
-130	1.17622231114358	0.00387412869772224	0.00408075484529112	1.45299736276864	0.00480104556273391	0.00500114756885414
-120	1.1753406423898	0.00380317069024177	0.00432040547432889	1.45606195213181	0.00469024141448507	0.00518628867732055
-110	1.16967782548664	0.00378531961917751	0.00468144338660369	1.45442560395092	0.00492494049642983	0.00579360761645655
-100	1.15798755089943	0.00375541907514487	0.00514824889493426	1.44305098854717	0.00480057803468219	0.00632051173070311
-90	1.13958679746398	0.00360547007820502	0.00569359911594761	1.42471476642262	0.00499880992859571	0.0072373342400532
-80	1.11353403002964	0.00368758500510065	0.00620413974838564	1.39438245867927	0.00499740734444067	0.00798257395443564
-70	1.08117896372566	0.00382503825229551	0.00691595120707329	1.35654974664338	0.00524987249234937	0.00868854131247672
-60	1.04291073013163	0.00395624362461786	0.0073988226793617	1.31175827866749	0.00542052023121359	0.00931456137368077
-50	1.00218797426627	0.00435075229513815	0.00760901904114344	1.26389651976682	0.00588430805848297	0.00964276606596249
-40	0.960447489654256	0.00453283321999367	0.0074184588575324	1.21549881407521	0.00612368242094457	0.00918131587895096
-30	0.924620172332283	0.00480149183951089	0.00668388728323782	1.17460436345694	0.00627188881332802	0.00818875382522779
-20	0.899059942072124	0.00486887963277849	0.005598988439307	1.14307187699556	0.00601942366541932	0.00681936416184872
-10	0.881636099385466	0.00437931400884098	0.00463413804828338	1.12210153340909	0.00523397653859217	0.00539153349200929
0	0.874185454176022	0.00414323359401604	0.00409949846990859	1.11263123958171	0.00461777456647423	0.00469304658279517
10	0.87689576923395	0.00439314858891577	0.00429719908194535	1.11732932634496	0.0051026011560693	0.00484779836790217
20	0.88803636144997	0.00499428340700496	0.00458995664739933	1.13196523498728	0.00587869772186283	0.00547241584495042
30	0.90939233793051	0.00604348010880726	0.0048023843930641	1.16018226337484	0.0074865266916001	0.00632051173070309
40	0.942022245420087	0.00711231298878021	0.00469527796667851	1.1985566237633	0.00905461577694483	0.00630601836110085
50	0.981297322961333	0.00761437436246273	0.00442260285617183	1.24401802522788	0.00954411764705728	0.00604280006800342
60	1.02379974353341	0.0076871174770496	0.00407138303298238	1.29216771298964	0.00958946786807059	0.00553927235634102
70	1.06457692339592	0.00716899013940928	0.00398168140088444	1.3393424337168	0.00908874532471768	0.00531298877932656
80	1.09995524274142	0.00667763940836532	0.00385359996599833	1.38111207404156	0.00853378952736972	0.00502499149948996
90	1.13011430076052	0.00611220673240467	0.00366527116627032	1.41689507468014	0.00777312138728173	0.00485668140088415
100	1.15412344710198	0.0054927745664746	0.00363670945256749	1.44299397293111	0.00691754505270214	0.00469117647058843
110	1.17111189781147	0.00503266320979313	0.00369651054063278	1.46304351431823	0.00629246004760211	0.00471221523291417
120	1.18073678170694	0.00463636943216642	0.00376345205712378	1.47329777286642	0.00576976368582076	0.00489501870112216
130	1.18582814664005	0.00435387623257438	0.00391384733084022	1.47391069073906	0.00524566473988428	0.00494691431485894
140	1.18635333821252	0.00426952992179573	0.0039723095885757	1.471726992644	0.00530083304998286	0.00485434376062575
150	1.18353961756002	0.00399997874872531	0.00418116712002762	1.46775300420469	0.00496000510030607	0.0050843675620537
160	1.18036125612662	0.00404817664059883	0.00424319959197594	1.46362222282122	0.00495065453927242	0.00519657429445756
170	1.17885915380536	0.0040062266235978	0.00451542842570602	1.46412110946174	0.00489314858891541	0.00557573954437229
180	1.17621414754401	0.00401336705202352	0.00501748979938852	1.46222248944698	0.00489548622917382	0.00626160319619104
190	1.17077719022901	0.00421285277116669	0.00576143318599184	1.452370190992	0.0048880057803469	0.00715925705542208
200	1.1596039436147	0.00462387368242143	0.00663345800748126	1.43225223086561	0.00514841890513423	0.00802745664739707
210	1.1378751627537	0.00484344185651192	0.0072984104046252	1.40116161542868	0.0056164144848687	0.00873716422985168
220	1.11249453168413	0.00527499149949058	0.0074113184291067	1.36257914804161	0.00598061883712962	0.0090359146548774
230	1.08683089582939	0.00552133628017746	0.00748183015981054	1.3229019808262	0.0061713702822162	0.00929445766745841
240	1.06355647344942	0.00553338575314583	0.00705831349881082	1.28683960366894	0.00632518701121985	0.00873856681400677
250	1.04343592170412	0.00536960217613118	0.00643798877932755	1.25359664872578	0.00614378612716696	0.00826963617816892
260	1.02825434769992	0.00507193556613454	0.0059943896633805	1.22578443121224	0.00587448996939763	0.0076323954437252
270	1.01627290472798	0.00489699506970471	0.00559675705542396	1.20497658213154	0.00567532301938079	0.00714663379802676
280	1.00641944004449	0.00448418905134355	0.00505586960217668	1.1878975543411	0.00550935056103337	0.00665666439986309
290	0.998859946840747	0.00425569534172093	0.00473544287657307	1.17357238080629	0.00504229003740224	0.00589178850730997
300	0.993210735936873	0.00403121812308777	0.00449088320299264	1.1662202171155	0.00501377082624957	0.00565568684121011
310	0.988971106559111	0.00401381332880012	0.00432531451887157	1.15825798633287	0.00476831859911609	0.00547335090105379
320	0.986230858302752	0.00391340105406362	0.00428202567154073	1.15146172489865	0.00466920265215938	0.00516244474668472
